,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+SALTS_BATCH_mu=0.55_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLC_BATCH_mu=1.03_S
,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLYCTO4,0.0015376176896098679,0.0,0.0016482832309243785,0.0,0.0025336075610195934,0.0,0.0026442731022979383,0.0,0.0026442731022979383,0.0,0.0027549386435123538,0.0,0.0031976008084264791,0.0,0.0033527116685000908,0.0,0.0056010072969106027,0.0,0.0037509285147909284,0.0,0.0037509285147909284,0.0,0.0041935906797352217,0.0,0.0043042562209338825,0.0,0.0056164050620806129,0.0,0.0047469183863008153,0.0,0.004857583927526817,0.0,0.0053327778584983413,0.0,0.0057277145563005942,0.0,0.0054109116338178906,0.0,0.0052100209578597881,0.0,0.0055841322249995662,0.0,0.005645360271391054,0.0,0.0057429082572063722,0.0,0.0058535737986314422,0.0,0.0059642393397613515,0.0,0.0059642393397613515,0.0,0.0064069015050375227,0.0,0.0067643424618831346,0.0,0.0068822140096668092,0.0,0.0067388981286814684,0.0,0.0069602292113361717,0.0,0.0072922258348855637,0.0,0.0076124913885712332,0.0,0.0076242224586924303,0.0,0.007734887999979667,0.0,0.011718847485000617,0.0
DMSOtpp_reverse,0.0046460330133425605,0.0,0.0049764053327842504,0.0,0.0076193838881744042,0.0,0.0079497562074186019,0.0,0.0079497562074186019,0.0,0.0082801285268688605,0.0,0.0096016178044035106,0.0,0.010372850400633864,0.0,0.018401184809474027,0.0,0.01125347940129847,0.0,0.01125347940129847,0.0,0.012574968678913686,0.0,0.012905340998278529,0.0,0.017069887136901517,0.0,0.014226830276205565,0.0,0.014557202595651655,0.0,0.017506631590764675,0.0,0.018957832600048286,0.0,0.016209064192886848,0.0,0.014944414462899597,0.0,0.016702997432086388,0.0,0.016734534222236946,0.0,0.017200181150493696,0.0,0.017530553469936205,0.0,0.017860925789390969,0.0,0.017860925789390969,0.0,0.019182415067054814,0.0,0.020741287691486875,0.0,0.022582967171914665,0.0,0.020173532025124785,0.0,0.020834276664629663,0.0,0.021825393622415874,0.0,0.022425097625567953,0.0,0.022816510580030706,0.0,0.023146882899809765,0.0,0.035040286398835961,0.0
ACMANAtex,0.0046460330133425544,0.0,0.0049764053327853823,0.0,0.0076193838881702695,0.0,0.0079497562074220905,0.0,0.0079497562074220905,0.0,0.0082801285268723993,0.0,0.0096016178044042513,0.0,0.010372850400637372,0.0,0.018401184809479415,0.0,0.011253479401111034,0.0,0.011253479401111034,0.0,0.012574968678913938,0.0,0.012905340998271184,0.0,0.017069887136907821,0.0,0.014226830276203974,0.0,0.014557202595654677,0.0,0.017506631590763041,0.0,0.01895783260004931,0.0,0.016209064192885148,0.0,0.014944414462903653,0.0,0.016702997432081784,0.0,0.016734534222233172,0.0,0.017200181150497342,0.0,0.017530553469943484,0.0,0.017860925789388998,0.0,0.017860925789388998,0.0,0.019182415067059144,0.0,0.020741287691487229,0.0,0.022582967171908285,0.0,0.020173532025117576,0.0,0.020834276664640241,0.0,0.021825393622415593,0.0,0.022425097625563332,0.0,0.022816510580040354,0.0,0.023146882899800419,0.0,0.035040286398843046,0.0
EX_mg2_e_reverse,0.0055538630133441201,0.00090782999999999999,0.0059667653327813396,0.00099036000000000003,0.0092699838881660605,0.0016506000000000001,0.0096828862074221402,0.0017331299999999998,0.0096828862074221402,0.0017331299999999998,0.010095788526872351,0.00181566,0.011747397804404012,0.0021457799999999999,0.012518630400635024,0.0021457799999999999,0.020877084809471459,0.0024759000000000001,0.01381190940153746,0.00255843,0.01381190940153746,0.00255843,0.015463518678906434,0.0028885499999999997,0.015876420998272748,0.0029710800000000001,0.020371087136928381,0.0033012000000000002,0.017528030276242081,0.0033012000000000002,0.017940932595652357,0.0033837299999999997,0.020972891590767834,0.0034662599999999997,0.022589152600048297,0.0036313199999999999,0.020005444192924323,0.0037963800000000002,0.018740794462926747,0.0037963800000000002,0.02058190743208432,0.0038789099999999997,0.020613444222223578,0.0038789099999999997,0.021244151150480447,0.00404397,0.021657053469935003,0.0041265,0.022069955789422571,0.0042090299999999999,0.022069955789422571,0.0042090299999999999,0.023721565067061752,0.0045391500000000005,0.025280437691506136,0.0045391500000000005,0.027122117171938274,0.0045391500000000005,0.024960272025115793,0.0047867399999999994,0.025786076664623927,0.0049518000000000001,0.027024783622404343,0.0051993899999999999,0.027789547625603268,0.0053644499999999998,0.028263490580034266,0.0054469800000000006,0.028676392899802287,0.0055295100000000005,0.043540876398838413,0.0085005900000000006
NOtex,0.0046460330133409828,0.0,0.0049764053327823674,0.0,0.0076193838881719288,0.0,0.0079497562074183799,0.0,0.0079497562074183799,0.0,0.0082801285268711,0.0,0.0096016178044050268,0.0,0.010372850400634929,0.0,0.018401184809463556,0.0,0.011253479400964956,0.0,0.011253479400964956,0.0,0.012574968678917494,0.0,0.012905340998275429,0.0,0.017069887136910364,0.0,0.014226830276201542,0.0,0.014557202595653079,0.0,0.017506631590773543,0.0,0.01895783260005221,0.0,0.016209064192881605,0.0,0.014944414462902261,0.0,0.016702997432086034,0.0,0.016734534222227843,0.0,0.017200181150488877,0.0,0.017530553469935466,0.0,0.017860925789395288,0.0,0.017860925789395288,0.0,0.019182415067059751,0.0,0.020741287691484409,0.0,0.022582967171915293,0.0,0.020173532025119758,0.0,0.020834276664631432,0.0,0.021825393622418206,0.0,0.022425097625563217,0.0,0.02281651058003227,0.0,0.023146882899808739,0.0,0.035040286398849152,0.0
LPLIPAL2E160,0.0001547227145545769,0.0,0.00016572481075817573,0.0,0.00025374158020349976,0.0,0.00026474367638394149,0.0,0.00026474367638394149,0.0,0.00027574577257042732,0.0,0.00031975415729175406,0.0,0.00034144864451846215,0.0,0.00044447306304125096,0.0,0.00037476463817740473,0.0,0.00037476463817740473,0.0,0.00041877302293711325,0.0,0.00042977511909653051,0.0,0.00045792849364566739,0.0,0.0004737835038470353,0.0,0.0004847856000407951,0.0,0.00051384652451415714,0.0,0.00055035091548478825,0.0,0.00053979608094076911,0.0,0.00050600070129837153,0.0,0.00056197000703101354,0.0,0.00055201020006892944,0.0,0.00057280236946115099,0.0,0.00058380446564810498,0.0,0.00059480656182006554,0.0,0.00059480656182006554,0.0,0.00063881494658651807,0.0,0.00068230761096219506,0.0,0.00066284477023914774,0.0,0.00067182123507775898,0.0,0.00069382542747935022,0.0,0.0007268317160018077,0.0,0.00074291164747441541,0.0,0.0007598380045364657,0.0,0.00077084010073043263,0.0,0.0011669155632874997,0.0
LPLIPAL2E161,0.00015472271456460983,0.0,0.00016572481073757979,0.0,0.00025374158020641751,0.0,0.0002647436763775699,0.0,0.0002647436763775699,0.0,0.00027574577258973794,0.0,0.00031975415727815003,0.0,0.00034144864450369336,0.0,0.00044447306303115416,0.0,0.00037476463819080145,0.0,0.00037476463819080145,0.0,0.00041877302291923123,0.0,0.00042977511909091386,0.0,0.00045792849363901679,0.0,0.00047378350384709358,0.0,0.00048478560002464661,0.0,0.00051384652451241233,0.0,0.00055035091547844361,0.0,0.00053979608092292845,0.0,0.00050600070131017448,0.0,0.00056197000703304273,0.0,0.00055201020009527945,0.0,0.0005728023694547826,0.0,0.00058380446564967046,0.0,0.00059480656181420141,0.0,0.00059480656181420141,0.0,0.0006388149465781618,0.0,0.00068230761095890451,0.0,0.0006628447702461389,0.0,0.00067182123506977166,0.0,0.0006938254274912475,0.0,0.00072683171600335052,0.0,0.00074291164747652093,0.0,0.00075983800454627664,0.0,0.00077084010072979599,0.0,0.0011669155633077511,0.0
CITt3pp,0.0014705544651529194,6.9025329206838533e-31,0.0015751233497175469,0.0,0.0024116744255501229,2.7610131682735413e-30,0.0025162433099820375,-2.6217443591700393e-30,0.0025162433099820375,-2.6217443591700393e-30,0.0026208121943882704,4.3946832436000141e-30,0.0030390877322951345,-1.7453547528014886e-29,0.0031921632266908124,1.1832913578315177e-29,0.0047182525153107715,0.0,0.003561932154755902,-9.8607613152626476e-31,0.003561932154755902,-9.8607613152626476e-31,0.0039802076927223946,-4.2598488881934637e-29,0.0040847765769509627,3.4956398862606086e-29,0.0053718899482106102,0.0,0.0045030521153628733,6.8655550657516184e-30,0.0046076209996375201,8.1351280850916842e-31,0.0051737811572836311,-8.3027610274511493e-29,0.0055256938431965819,0.0,0.0051304654220025369,-2.7715480050693395e-29,0.0049352039506119789,-1.0896141253365226e-29,0.0052978670266896561,0.0,0.0053604113625201344,0.0,0.0054441720751705882,1.9721522630525295e-30,0.005548740959966705,5.9425960970951943e-29,0.005653309844120896,-9.9875564657062086e-31,0.005653309844120896,-9.9875564657062086e-31,0.0060715853822293532,0.0,0.00642573226542949,0.0,0.0066740040440802896,-2.2258203478876611e-28,0.0063852920356111996,-1.8725816849277094e-30,0.0065944298046256939,-1.3838962208388922e-28,0.0069081364580133326,-6.3897733322901956e-29,0.0072193473241726437,0.0,0.0072218431114119425,4.9303806576313238e-32,0.0073264119958909839,2.8497600201109051e-29,0.011090891837344767,0.0
SHCHF,2.4533097577508123e-05,2.4530000000000001e-05,2.6763317841519378e-05,2.6759999999999998e-05,4.4605079953605447e-05,4.46e-05,4.6835300217616481e-05,4.6829999999999997e-05,4.6835300217616481e-05,4.6829999999999997e-05,4.9065520481627279e-05,4.9060000000000001e-05,5.7986401537670284e-05,5.7980000000000004e-05,5.7986371237160475e-05,5.7980000000000004e-05,6.6907206493255534e-05,6.69e-05,6.9137502857724535e-05,6.9129999999999997e-05,6.9137502857724535e-05,6.9129999999999997e-05,7.8058383913767629e-05,7.805e-05,8.0288604177777714e-05,8.0279999999999997e-05,8.920947560350213e-05,8.92e-05,8.9209485233821445e-05,8.92e-05,9.1439705497833076e-05,9.1429999999999997e-05,9.3669979196834606e-05,9.3659999999999994e-05,9.8130411918501069e-05,9.8120000000000002e-05,0.00010259080681788622,0.00010258000000000001,0.00010259082157182262,0.00010258000000000001,0.00010482102724994822,0.00010480999999999999,0.00010482100983071506,0.00010480999999999999,0.00010928146760991932,0.00010927,0.00011151168787393018,0.0001115,0.0001137419081379408,0.00011373,0.0001137419081379408,0.00011373,0.00012266278919398433,0.00012265,0.00012266276478706698,0.00012265,0.00012266287282898275,0.00012265,0.000129353449986016,0.00012933999999999998,0.00013381389051403847,0.0001338,0.00014050455130607052,0.00014049000000000001,0.00014496497917635266,0.00014495,0.0001471952120981033,0.00014718000000000001,0.00014942543236211184,0.00014941000000000002,0.00022971336186650143,0.00022969
CRNBTCT_reverse,0.0046460330133437288,0.0,0.0049764053327854005,0.0,0.0076193838881716113,0.0,0.0079497562074193895,0.0,0.0079497562074193895,0.0,0.0082801285268638471,0.0,0.0096016178044025461,0.0,0.010372850400629277,0.0,0.018401184809469128,0.0,0.011253479401376301,0.0,0.011253479401376301,0.0,0.012574968678911138,0.0,0.012905340998273363,0.0,0.01706988713691392,0.0,0.014226830276207357,0.0,0.014557202595654854,0.0,0.017506631590778764,0.0,0.018957832600059135,0.0,0.016209064192893807,0.0,0.014944414462915289,0.0,0.016702997432102906,0.0,0.016734534222224935,0.0,0.017200181150500239,0.0,0.017530553469925589,0.0,0.017860925789390678,0.0,0.017860925789390678,0.0,0.019182415067047646,0.0,0.020741287691464036,0.0,0.022582967171919942,0.0,0.020173532025120369,0.0,0.020834276664635932,0.0,0.021825393622422144,0.0,0.022425097625569445,0.0,0.022816510580000494,0.0,0.023146882899821922,0.0,0.03504028639883152,0.0
EX_slnt_e_reverse,0.0046460330133425327,0.0,0.0049764053327778692,0.0,0.0076193838881718082,0.0,0.007949756207419903,0.0,0.007949756207419903,0.0,0.0082801285268687165,0.0,0.0096016178044058386,0.0,0.010372850400636879,0.0,0.018401184809470415,0.0,0.011253479401959473,0.0,0.011253479401959473,0.0,0.012574968678912281,0.0,0.01290534099826412,0.0,0.017069887136937887,0.0,0.014226830276230427,0.0,0.014557202595653195,0.0,0.01750663159076658,0.0,0.018957832600048286,0.0,0.016209064192912875,0.0,0.014944414462929281,0.0,0.016702997432085788,0.0,0.016734534222225123,0.0,0.01720018115049957,0.0,0.017530553469936823,0.0,0.017860925789421837,0.0,0.017860925789421837,0.0,0.019182415067059193,0.0,0.020741287691486875,0.0,0.022582967171914121,0.0,0.020173532025121756,0.0,0.020834276664632646,0.0,0.021825393622415576,0.0,0.022425097625588423,0.0,0.022816510580029471,0.0,0.023146882899806199,0.0,0.035040286398847036,0.0
NDPK5_reverse,0.0046460330133406081,0.0,0.0049764053327925571,0.0,0.0076193838881726244,0.0,0.0079497562074168637,0.0,0.0079497562074168637,0.0,0.0082801285268664336,0.0,0.0096016178044031359,0.0,0.010372850400638775,0.0,0.018401184809483856,0.0,0.011253479401174648,0.0,0.011253479401174648,0.0,0.012574968678909448,0.0,0.012905340997971257,0.0,0.017069887137674315,0.0,0.014226830276200168,0.0,0.01455720259565586,0.0,0.017506631590766934,0.0,0.018957832600007045,0.0,0.016209064192885588,0.0,0.01494441446290035,0.0,0.0167029974321206,0.0,0.016734534222220279,0.0,0.017200181150488457,0.0,0.017530553469940022,0.0,0.01786092578939795,0.0,0.01786092578939795,0.0,0.01918241506704715,0.0,0.02074128769148691,0.0,0.022582967171896767,0.0,0.020173532025128654,0.0,0.020834276664629451,0.0,0.021825393622419139,0.0,0.022425097625549388,0.0,0.02281651058003404,0.0,0.02314688289981191,0.0,0.035040286398846564,0.0
THRt2rpp,0.0046460330133418527,0.0,0.0049764053327834455,0.0,0.0076193838881709972,0.0,0.0079497562074223559,0.0,0.0079497562074223559,0.0,0.0082801285268584938,0.0,0.0096016178044061092,0.0,0.010372850400623584,0.0,0.018401184809473715,0.0,0.011253479401010723,0.0,0.011253479401010723,0.0,0.012574968678912562,0.0,0.012905340998274346,0.0,0.017069887136928613,0.0,0.014226830276199169,0.0,0.014557202595656864,0.0,0.017506631590771607,0.0,0.0189578326000505,0.0,0.016209064192887833,0.0,0.014944414462901319,0.0,0.016702997432564887,0.0,0.016734534222273591,0.0,0.017200181150495129,0.0,0.017530553469958351,0.0,0.017860925789407303,0.0,0.017860925789407303,0.0,0.019182415067049475,0.0,0.020741287691482146,0.0,0.022582967171906589,0.0,0.02017353202511489,0.0,0.020834276664634839,0.0,0.021825393622418827,0.0,0.022425097625559224,0.0,0.02281651058003489,0.0,0.023146882899806241,0.0,0.035040286398842775,0.0
UM4PCP,0.0001121299166055851,0.0,0.00012010330391169312,0.0,0.0001838904023085223,2.3419308123748788e-31,0.00019186378960523798,0.0,0.00019186378960523798,0.0,0.00019983717691047934,0.0,0.00023173072609585042,0.0,0.00023592156576819921,0.0,0.00032800685936056078,0.0,0.00027159766260084181,0.0,0.00027159766260084181,0.0,0.00030349121180333493,0.0,0.00031146459909885344,0.0,0.00037268354567015382,0.0,0.00034335814831745005,0.0,0.00035133153561162013,0.0,0.00040009840999072875,0.0,0.00041999440593818213,0.0,0.00039119847210105453,0.0,0.00038071910104466592,0.0,0.00040266154522980706,0.0,0.00039752438209156386,0.0,0.00041511863398530449,0.0,0.00042309202129743649,0.0,0.00043106540860858073,0.0,0.00043106540860858073,0.0,0.00046295895782070173,0.0,0.00047234411291104757,6.4037170650875592e-32,0.00051611352031730119,0.0,0.00048687911968123932,0.0,0.00050282589431540259,0.0,0.000526746056196279,2.3542567640189571e-30,0.00053876804946092246,0.0,0.00055066621809123301,0.0,0.00055863960539982499,-2.9582283945787943e-31,0.00084568154822157017,0.0
GTHS,0.00034710117905676502,2.4530000000000001e-05,0.00037226872347029602,2.6759999999999998e-05,0.00057360907879896463,4.46e-05,0.00059877662319862126,4.6829999999999997e-05,0.00059877662319862126,4.6829999999999997e-05,0.00062394416761329529,4.9060000000000001e-05,0.00072461434526850535,5.7980000000000004e-05,0.00075350568330086513,5.7980000000000004e-05,0.0010057359596646806,6.69e-05,0.00085045206735990999,6.9129999999999997e-05,0.00085045206735990999,6.9129999999999997e-05,0.00095112224497281373,7.805e-05,0.00097628978941766641,8.0279999999999997e-05,0.0012658997029447912,8.92e-05,0.0010769599671429958,8.92e-05,0.0011021275115784019,9.1429999999999997e-05,0.0012105519263769903,9.3659999999999994e-05,0.0012873333896125691,9.8120000000000002e-05,0.001227965233592381,0.00010258000000000001,0.001196657471555564,0.00010258000000000001,0.0012675065663190375,0.00010480999999999999,0.0012840768907972176,0.00010480999999999999,0.0013034678668194504,0.00010927,0.0013286354112544609,0.0001115,0.001353802955665464,0.00011373,0.001353802955665464,0.00011373,0.001454473133375208,0.00012265,0.0015249279012810549,0.00012265,0.0015634030985453955,0.00012265,0.0015299757665956297,0.00012933999999999998,0.0015803108554191584,0.0001338,0.0016558134885895669,0.00014049000000000001,0.0017351474974312069,0.00014495,0.0017313161218695549,0.00014718000000000001,0.0017564836662901399,0.00014941000000000002,0.0026625152653011143,0.00022969
PLIPA2A141pp,0.00018137496209183105,0.0,0.00019427225895182027,0.0,0.00029745063367686092,0.0,0.00031034793050378886,0.0,0.00031034793050378886,0.0,0.00032324522733726327,0.0,0.00037483441470621197,0.0,0.00039521167404409113,0.0,0.00059744106524687029,0.0,0.00043932089890524835,0.0,0.00043932089890524835,0.0,0.0004909100862843758,0.0,0.00050380738310820954,0.0,0.00066307765011319698,0.0,0.00055539657050914621,0.0,0.0005682938673437979,0.0,0.00064395650844874166,0.0,0.00068897593830179378,0.0,0.00063278035155438196,0.0,0.00060511358068612723,1.2202692127637526e-30,0.00065324052966179243,0.0,0.00066005804893671963,0.0,0.00067147224206365493,0.0,0.00068436953889973386,0.0,0.00069726683572133934,0.0,0.00069726683572133934,0.0,0.0007488560231532778,0.0,0.00079483954776888752,0.0,0.00083068228264317147,0.0,0.00078754791362963732,0.0,0.00081334250734910955,0.0,0.00085203439784740074,-3.1893399879052626e-30,0.00088834256501394533,0.0,0.00089072628839019833,0.0,0.00090362358519452575,0.0,0.0013679262715064675,0.0
ECAP3pp,6.5737998066904132e-06,0.0,7.0412526821598308e-06,0.0,1.0780875682493269e-05,0.0,1.1248328556334464e-05,1.9721522630525295e-31,1.1248328556334464e-05,1.9721522630525295e-31,1.1715781431280754e-05,0.0,1.3585592931101417e-05,0.0,1.2293679605729654e-05,-2.9900062386611837e-32,7.6865903293199415e-06,0.0,1.5922857305933354e-05,-4.4646215839711137e-33,1.5922857305933354e-05,-4.4646215839711137e-33,1.7792668806996247e-05,0.0,1.8260121679246253e-05,0.0,1.1869742525961133e-05,-3.76158192263132e-37,2.0129933182601146e-05,0.0,2.0597386057947694e-05,0.0,1.2425443805157955e-05,0.0,1.2745703343347919e-05,1.4791141972893971e-31,2.2934650430087683e-05,-1.9721522630525295e-31,2.8310517571271155e-05,3.944304526105059e-31,2.2199815682724234e-05,0.0,2.3090078264539544e-05,-3.944304526105059e-31,2.4337009056102562e-05,0.0,2.4804461931908802e-05,3.944304526105059e-31,2.5271914805677027e-05,1.2325951644078309e-32,2.5271914805677027e-05,1.2325951644078309e-32,2.7141726306007114e-05,0.0,2.4319845161557284e-05,-7.8886090522101181e-31,1.6028405470617317e-05,0.0,2.8544084929769865e-05,0.0,2.9478990682178709e-05,0.0,3.0881349306687638e-05,0.0,3.2096990874714574e-05,0.0,3.2283707931126612e-05,0.0,3.2751160805438625e-05,0.0,4.957946430599401e-05,0.0
UPP3S,0.00010031822098848214,7.3590000000000005e-05,0.00010890882400879388,8.0279999999999997e-05,0.0001776336481418498,0.0001338,0.00018622425115733321,0.00014049000000000001,0.00018622425115733321,0.00014049000000000001,0.00019481485417256481,0.00014718000000000001,0.0002291772662388744,0.00017394000000000003,0.00022791835697043449,0.00017394,0.00026334233126583867,0.0002007,0.00027213028132508095,0.00020739,0.00027213028132508095,0.00020739,0.00030649269339055814,0.00023415,0.00031508329640937103,0.00024084,0.00034989060719597818,0.0002676,0.0003494457084810652,0.0002676,0.00035803631149556106,0.00027429,0.00038304910387580287,0.00028098000000000001,0.00039905940744261421,0.00029436000000000002,0.00040098932657833895,0.00030774000000000003,0.00040162669365454025,0.00030774000000000003,0.00041023560425619549,0.00031442999999999998,0.00040743838806255581,0.00031442999999999998,0.00042676113562713865,0.00032780999999999999,0.00043535173864869689,0.0003345,0.0004439423416613398,0.00034119,0.0004439423416613398,0.00034119,0.00047830475373027154,0.00036794999999999997,0.00047587614584203899,0.00036794999999999997,0.00049961571823262108,0.00036795000000000003,0.00050407656277719616,0.00038801999999999993,0.00052125776881715438,0.0004014,0.00054702957786708804,0.00042147000000000002,0.00056192837717424513,0.00043485000000000003,0.00057280138691600125,0.00044154000000000003,0.00058139198993066642,0.00044823000000000009,0.00089065369854338962,0.00068906999999999996
NTP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5,0.0046460330133428042,0.0,0.004976405332787431,0.0,0.0076193838881715931,0.0,0.0079497562074209941,0.0,0.0079497562074209941,0.0,0.0082801285268636459,0.0,0.0096016178044018644,0.0,0.010372850400638955,0.0,0.018401184809470644,0.0,0.011253479401163065,0.0,0.011253479401163065,0.0,0.012574968678913553,0.0,0.012905340998280055,0.0,0.017069887136914107,0.0,0.014226830276206361,0.0,0.014557202595650272,0.0,0.017506631590768918,0.0,0.018957832600046909,0.0,0.016209064192887923,0.0,0.014944414462802199,0.0,0.016702997432083734,0.0,0.016734534222222382,0.0,0.017200181150500236,0.0,0.017530553469928791,0.0,0.017860925789392652,0.0,0.017860925789392652,0.0,0.019182415067058884,0.0,0.020741287691482299,0.0,0.022582967171927718,0.0,0.020173532025125118,0.0,0.020834276664644193,0.0,0.021825393622419177,0.0,0.022425097625570538,0.0,0.022816510580046696,0.0,0.023146882899809061,0.0,0.035040286398851275,0.0
EX_for_e,0.0022822298049512053,0.0,0.0024474090036473908,0.0,0.0037688425923146809,0.0,0.0039340217907911082,0.0,0.0039340217907911082,0.0,0.0040992009894394825,0.0,0.0047599177836923781,0.0,0.0046306864067359246,0.0,0.0058416459713925952,0.0,0.0055858137763034861,0.0,0.0055858137763034861,0.0,0.006246530570908607,0.0,0.006411709769243502,0.0,0.076312436616384233,0.0,0.0070724265638552357,0.0,0.0072376057624793221,0.0,0.022640155139729366,0.0,0.021089186560859969,0.0,0.008063501755222649,0.0,0.0088727040204976456,0.0,0.0083845167491481028,0.0,0.0087079019444431614,0.0,0.008559039350644719,0.0,0.0087242185492913543,0.0,0.0088893977479982261,0.0,0.0088893977479982261,0.0,0.0095501145427932081,0.0,0.0095167545110596378,0.0,0.029205040253100011,0.0,0.010045652138012062,0.0,0.010376010535334511,0.0,0.010871548130907273,0.0,0.01192962454944332,0.0,0.011367085726341019,0.0,0.011532264925138489,0.0,0.017478716074046458,0.0
EX_mal_D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHSO3abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
