,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+SALTS_BATCH_mu=0.55_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLC_BATCH_mu=1.03_S
bound,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum
Htex,-7.82173476988789E-014,0,3.02296482517022E-014,0,5.3493949208079E-014,0,-2.34955145881113E-014,0,-2.34955145881113E-014,0,3.7294718867592E-014,0,-3.25869117370992E-013,0,-2.33257606339681E-013,0,9.342220832,9.342220832,2.65094585444589E-013,0,2.65094585444589E-013,0,-4.48678127425702E-013,0,-1.62819269941431E-013,0,7.4285195263,7.4285195263,1.40747013678507E-013,0,2.39203438762094E-013,0,14.9891358042,14.9891358042,13.986238006,13.986238006,4.05071205220435E-013,0,5.24241529004968E-013,0,-3.65135876479918E-013,0,1.46271013710642E-013,0,-2.20095197122366E-013,0,-1.34073788476729E-013,0,-8.51129893275561E-014,0,-8.51129893275561E-014,0,-3.35921875141563E-014,0,2.405342003747E-013,0,19.4472348709,19.4472348709,-1.46720689776434E-013,0,4.5258269966878E-013,0,-3.67748395944009E-013,0,-1.54777569256576E-013,0,2.8654221253322E-013,0,-7.37852643686126E-014,0,4.68704122744458E-013,0
P5CD,-3.10917454640828E-014,0,9.00882857357816E-014,0,2.16650993801517E-014,0,-3.16932922350454E-014,0,-3.16932922350454E-014,0,7.38365819980606E-014,0,-4.84661219099716E-014,0,8.56276149056269E-014,0,1.14580931475988E-013,0,-5.63316411620112E-014,0,-5.63316411620112E-014,0,3.77844201490488E-014,0,-5.52979917468697E-015,0,1.96392763987091E-013,0,1.24768930398407E-013,0,3.70382454760058E-014,0,-1.30705321510716E-013,0,-1.67236361888483E-013,0,1.32257382949019E-014,0,1.72030258223526E-013,0,-1.48051475731346E-013,0,-8.6494276087358E-014,0,3.59842900583695E-015,0,1.59612602392739E-014,0,-1.30943497528122E-013,0,-1.30943497528122E-013,0,2.18393881424613E-013,0,4.03332374901068E-013,0,1.90195496907304E-013,0,-1.86966581998878E-014,0,1.2714931113826E-013,0,-1.61407447016336E-013,0,-7.42704200792683E-014,0,-1.44490969718022E-013,0,-7.76370076316724E-014,0,1.29595207115222E-013,0
2DGULRy,-8.78936444320227E-014,0,3.05776700687536E-013,0,-6.99805548382575E-014,0,-1.69456107708095E-014,0,-1.69456107708095E-014,0,7.1593992004119E-015,0,-9.05917728408855E-013,0,-2.87002359649175E-014,0,1.0018640268946E-012,0,-1.3917619925381E-013,0,-1.3917619925381E-013,0,-5.67567047690486E-013,0,8.93723949271673E-014,0,2.43479164818995E-013,0,3.92534763061663E-013,0,9.28353528128597E-014,0,-2.52435489670724E-029,0,-9.03379011052143E-014,0,4.60136027017449E-013,0,3.45298876160179E-013,0,2.93822386989981E-014,0,3.48822858918076E-014,0,-2.31795863185035E-013,0,-4.07498174973632E-013,0,3.36785969110874E-013,0,3.36785969110874E-013,0,8.27630189823976E-013,0,5.04940127568891E-013,0,4.06296470482317E-013,0,8.70346825411591E-015,0,7.0778895850011E-013,0,-5.86912412325853E-013,0,-1.42000099456332E-013,0,6.67078848467515E-013,0,-2.80761340162105E-013,0,1.01478928714791E-012,0
2DGULRx,-1.92931292446235E-014,0,-1.87854654472736E-013,0,2.83357185727394E-013,0,-1.0405483297856E-017,0,-1.0405483297856E-017,0,1.04198836977159E-014,0,0,0,-1.15030300677845E-013,0,4.83031011585913E-013,0,9.97262981616241E-014,0,9.97262981616241E-014,0,0,0,0,0,5.15713821905276E-013,0,5.95758998798849E-013,0,2.83424228857968E-013,0,-3.78653234506086E-029,0,-9.74433284628153E-014,0,1.45459625185321E-014,0,4.28779360370936E-014,0,-2.82913216267416E-013,0,-1.1264107496307E-014,0,0,0,0,0,0,0,0,0,0,0,1.05410042603464E-012,0,3.98486524667054E-013,0,-1.23310878335678E-013,0,0,0,-4.90434852309256E-013,0,1.95695646492436E-013,0,3.30284158406871E-013,0,-4.75484806089614E-013,0,1.32520384198269E-012,0
GAMptspp,0,1.45769582733364E-015,0,1.3194537773176E-014,0,1.42079456385818E-015,0,-3.5713055734477E-017,0,-3.5713055734477E-017,0,-1.79153978143032E-014,0,4.83693482267969E-014,0,3.03676074876339E-014,0,-1.9457155859437E-014,0,9.42564655424826E-014,0,9.42564655424826E-014,0,-3.52317845820565E-014,0,6.55604077293442E-014,0,-4.64826869495932E-014,0,-2.7782304977914E-014,0,-4.47477720364937E-014,0,-2.67159224734379E-014,0,6.14327037203432E-015,0,-7.63561429412509E-014,4.8052642707,4.8052642707,0,1.18253170781423E-013,0,3.49428290192047E-016,0,3.22405017091524E-014,0,1.64766179818223E-014,0,1.86258579892597E-015,0,1.86258579892597E-015,0,-5.6953374513379E-014,0,-1.03484389738546E-013,0,-2.48368975489286E-014,0,4.09270952382903E-014,0,-4.10729880203188E-014,0,3.93687069163333E-014,0,-9.45408167782633E-015,0,6.05640812246104E-014,0,9.2367630341855E-014,0,-1.65096017967208E-013
THRt2rpp_reverse,0.00054472,0,0.00059424,0,0.0009904,0,0.00103992,0,0.00103992,0,0.00108944,0,0.00128752,0,0.00128752,0,4.88376735449484E-013,0,0.00153512,0,0.00153512,0,0.0017332,0,0.00178272,0,0.0019808,0,0.0019808,0,0.00203032,0,0.00207984,0,0.00217888,0,0.00227792,0,0.00227792,0,0.00232744,0,0.00232744,0,0.00242648,0,0.002476,0,0.00252552,0,0.00252552,0,0.0027236,0,0.0027236,0,0.0027236,0,0.00287216,0,0.0029712,0,0.00311976,0,0.0032188,0,0.00326832,0,0.00331784,0,0.00510056,0
P5CR,0.02362778,0.02362778,0.02577576,0.02577576,0.0429596,0.0429596,0.04510758,0.04510758,0.04510758,0.04510758,0.04725556,0.04725556,0.05584748,0.05584748,0.05584748,0.05584748,0.0644394,0.0644394,0.06658738,0.06658738,0.06658738,0.06658738,0.0751793,0.0751793,0.07732728,0.07732728,0.0859192,0.0859192,0.0859192,0.0859192,0.08806718,0.08806718,0.09021516,0.09021516,0.09451112,0.09451112,0.09880708,0.09880708,0.09880708,0.09880708,0.10095506,0.10095506,0.10095506,0.10095506,0.10525102,0.10525102,0.107399,0.107399,0.10954698,0.10954698,0.10954698,0.10954698,0.1181389,0.1181389,0.1181389,0.1181389,0.1181389,0.1181389,0.12458284,0.12458284,0.1288788,0.1288788,0.13532274,0.13532274,0.1396187,0.1396187,0.14176668,0.14176668,0.14391466,0.14391466,0.22124194,0.22124194
EX_glyclt_e,-8.28478403904862E-014,0,6.53740768716344E-014,0,8.34787994583572E-014,0,-6.62441304221869E-014,0,-6.62441304221869E-014,0,-2.6742197847592E-014,0,-4.8848474512096E-014,0,-7.0967122454237E-014,0,7.11377314575981E-014,0,-1.56191158993842E-013,0,-1.56191158993842E-013,0,2.33661052114794E-013,0,-3.24042340221289E-013,0,5.03105851757706E-013,0,3.11289375069428E-013,0,6.70460806809464E-014,0,0.00037464,0.00037464,0.00039248,0.00039248,4.11266015037323E-013,0,2.38665140849044E-013,0,-5.37115777464273E-013,0,8.35688265598398E-014,0,1.73168977463321E-013,0,-3.51699322706369E-014,0,2.10683471021511E-014,0,2.10683471021511E-014,0,5.82070192135443E-013,0,5.39878728548758E-013,0,0.0004906,0.0004906,-9.75926606948437E-014,0,4.19885363538824E-014,0,-5.52015101257905E-014,0,-4.51706955095519E-013,0,-2.15467241694592E-013,0,-2.92987773194105E-013,0,1.1730134E-013,0
EX_dimp_e,4.3448895424538E-015,0,4.74805347463652E-015,0,6.57012768493851E-016,0,6.01911734874265E-016,0,6.01911734874265E-016,0,1.91926208840943E-015,0,4.52950864489141E-015,0,-1.89813607818495E-015,0,9.21890763591049E-015,0,-4.64779861933361E-015,0,-4.64779861933361E-015,0,1.41262635946501E-015,0,-1.07015300130926E-014,0,1.49570308539657E-014,0,1.01043254113942E-014,0,2.85136191989908E-015,0,-5.36579272558679E-015,0,-5.55744998774751E-015,0,6.65218646007829E-015,0,1.19752228522546E-014,0,-6.53275515573979E-015,0,-6.81663760212993E-016,0,-3.82822894113537E-015,0,-1.66790699395954E-015,0,-4.30717896041222E-015,0,-4.30717896041222E-015,0,9.94126565515358E-015,0,2.21641999620052E-014,0,4.86351710892311E-016,0,9.22717233939653E-016,0,1.11679577629348E-014,0,-1.00545650851376E-014,0,-6.46203773145529E-016,0,-4.71397542577422E-015,0,-5.19328072093407E-015,0,1.89216700475979E-014,0
EX_h_e_reverse,-7.32292587639251E-014,0,-3.49808551447011E-014,0,1.42675996371873E-013,0,-1.86938000066075E-014,0,-1.86938000066075E-014,0,3.5046517242726E-014,0,-3.1830425485122E-014,0,-3.30126964173281E-013,0,9.342220832,9.342220832,2.43806058947402E-013,0,2.43806058947402E-013,0,-1.37736883035516E-013,0,-1.8441310777039E-013,0,7.4285195263,7.4285195263,1.32864430203668E-013,0,1.96130601798284E-013,0,14.9891358042,14.9891358042,13.986238006,13.986238006,4.12751823165182E-013,0,5.25707919219518E-013,0,-2.29981355883238E-013,0,1.58067133347284E-013,0,-2.14766126604165E-013,0,-1.31353742066397E-013,0,-8.24484540684557E-014,0,-8.24484540684557E-014,0,-3.89212580323571E-014,0,2.35926774822506E-013,0,19.4472348709,19.4472348709,-1.75614268979776E-013,0,5.39349737289127E-013,0,1.17701246217616E-013,0,-1.72654023213767E-013,0,-4.97753052246342E-013,0,-7.38603670742767E-014,0,4.47831929881505E-013,0
GLUTRR,0.00058872,0.00058872,0.00064224,0.00064224,0.0010704,0.0010704,0.00112392,0.00112392,0.00112392,0.00112392,0.00117744,0.00117744,0.00139152,0.00139152,0.00139152,0.00139152,0.0016056,0.0016056,0.00165912,0.00165912,0.00165912,0.00165912,0.0018732,0.0018732,0.00192672,0.00192672,0.0021408,0.0021408,0.0021408,0.0021408,0.00219432,0.00219432,0.00224784,0.00224784,0.00235488,0.00235488,0.00246192,0.00246192,0.00246192,0.00246192,0.00251544,0.00251544,0.00251544,0.00251544,0.00262248,0.00262248,0.002676,0.002676,0.00272952,0.00272952,0.00272952,0.00272952,0.0029436,0.0029436,0.0029436,0.0029436,0.0029436,0.0029436,0.00310416,0.00310416,0.0032112,0.0032112,0.00337176,0.00337176,0.0034788,0.0034788,0.00353232,0.00353232,0.00358584,0.00358584,0.00551256,0.00551256
GLUTRS,0.00058872,0.00058872,0.00064224,0.00064224,0.0010704,0.0010704,0.00112392,0.00112392,0.00112392,0.00112392,0.00117744,0.00117744,0.00139152,0.00139152,0.00139152,0.00139152,0.0016056,0.0016056,0.00165912,0.00165912,0.00165912,0.00165912,0.0018732,0.0018732,0.00192672,0.00192672,0.0021408,0.0021408,0.0021408,0.0021408,0.00219432,0.00219432,0.00224784,0.00224784,0.00235488,0.00235488,0.00246192,0.00246192,0.00246192,0.00246192,0.00251544,0.00251544,0.00251544,0.00251544,0.00262248,0.00262248,0.002676,0.002676,0.00272952,0.00272952,0.00272952,0.00272952,0.0029436,0.0029436,0.0029436,0.0029436,0.0029436,0.0029436,0.00310416,0.00310416,0.0032112,0.0032112,0.00337176,0.00337176,0.0034788,0.0034788,0.00353232,0.00353232,0.00358584,0.00358584,0.00551256,0.00551256
ULA4Ntppi,-2.73207645727116E-016,1.63192470131437E-031,2.71436407934239E-015,-5.12152920461176E-031,6.16915717904912E-016,0,1.76536975321578E-016,0,1.76536975321578E-016,0,1.13849317047664E-015,-4.13961214842285E-031,-6.27196134095169E-016,-5.17473301932545E-032,-1.20363495557795E-015,2.69630192214213E-033,1.24295294697604E-015,0,-1.1743540590011E-015,-3.94430452610506E-031,-1.1743540590011E-015,-3.94430452610506E-031,-1.34719056995199E-015,5.17443209277164E-032,-7.83293687465276E-017,5.90925592572834E-031,2.05234081590264E-015,2.64075061286508E-032,3.19627799249247E-015,0,5.32371979749994E-016,-2.06980607762813E-031,-2.31896752153804E-016,0,6.65613811012187E-016,0,-1.30340369873074E-015,0,-2.22251598000085E-015,6.20919814070445E-031,-1.11998096847486E-015,0,1.1139985436383E-015,2.02365771139554E-031,-1.54734741529055E-015,-1.29364563901214E-032,1.06832794125457E-015,0,4.62442623763E-016,-2.06941172524408E-031,4.62442623763E-016,-2.06941172524408E-031,3.73690140612359E-016,0,6.03734169781725E-015,0,3.47417272513141E-016,8.54571227511074E-032,-2.74952615874685E-015,0,1.01126348957264E-015,-8.27921171905615E-031,1.09251646162717E-015,-4.13961338269192E-031,-2.72011563320269E-015,0,1.23421912152395E-015,4.13961338269192E-031,-2.38446497494329E-015,3.18741405796088E-031,-2.28698373352134E-015,-1.31384174849441E-032
EX_peamn_e,-1.53548087753942E-013,0,-1.0972685257261E-013,0,1.80655555661413E-013,0,3.37178236547244E-014,0,3.37178236547244E-014,0,-1.48941725434573E-014,0,-2.29146932883506E-013,0,-7.98784168418252E-014,0,3.167904367614E-014,0,2.51918630626505E-014,0,2.51918630626505E-014,0,-1.12867921726158E-013,0,-1.97648321307109E-013,0,1.72204525303865E-013,0,8.00238522427189E-013,0,3.07498399602396E-013,0,-6.00464212902704E-014,0,1.00578318054377E-014,0,2.41071347651935E-014,0,0,-1.05667552001817E-012,-1.12176120728983E-012,0,8.73247275416335E-014,0,5.23674984993034E-014,0,1.17404421274534E-013,0,-4.34691433868663E-013,0,-4.34691433868663E-013,0,8.16726767748298E-013,0,1.94105140905316E-013,0,1.13056299688345E-013,0,4.82235733382969E-013,0,4.57453774969756E-013,0,-5.46964047206191E-013,0,6.84053391579139E-013,0,-4.16854494221132E-013,0,5.49454501244896E-014,0,1.46649852176116E-012,0
MSAR,-1.87524663815306E-016,0,3.28404509825824E-015,-1.26895672175786E-029,1.39071862010054E-014,1.45561785196787E-030,-1.03510743056943E-013,0,-1.03510743056943E-013,0,1.85083870275324E-013,2.75926129424788E-028,-3.29691337417001E-013,-3.44140569902666E-029,1.21083467835114E-014,6.50810246807335E-030,6.95045904781427E-013,0,-2.37013432931088E-014,5.91645678915759E-030,-2.37013432931088E-014,5.91645678915759E-030,-5.58975485615904E-015,0,-3.62176405272869E-014,-8.82955121679264E-030,4.78355229508061E-013,-6.80392530753123E-029,2.16797649527799E-014,0,2.61605128740807E-014,-4.56060210830897E-031,-2.97254767152581E-013,-2.92815307256724E-028,-1.41507370856171E-014,-4.1242634201086E-029,4.05378000338175E-013,0,3.88565294945566E-013,0,-3.24520999433527E-013,-2.92371572997537E-028,-6.2730337063564E-016,0,-1.1937666505128E-014,1.86815204605562E-031,-5.92586459568E-015,1.53458097968775E-030,3.70170766280888E-015,-5.07521058944924E-030,3.70170766280888E-015,-5.07521058944924E-030,6.64636361700461E-014,0,1.00351712781909E-012,1.1113078002301E-027,4.83902248478503E-013,1.73549399148623E-029,-7.20046425545991E-015,-1.05746042398842E-030,8.6155767836562E-015,0,-1.32751966137964E-015,0,-3.60103571607853E-014,0,-2.44443650706626E-014,-2.30495295744264E-030,-2.19914229600574E-014,-5.66993775627602E-031,7.78821902825599E-013,-3.87903234718606E-030
AGM4Pt2pp,-4.29667081375683E-015,-2.76101316827354E-030,7.18026349158926E-015,4.24012736556294E-030,6.84858461195237E-015,0,1.25195146714489E-015,0,1.25195146714489E-015,0,5.6745779448973E-013,9.57776757664682E-029,6.250160503261E-014,1.01565841547205E-029,-7.56136886290952E-013,0,1.91083945493059E-013,0,-1.44658043933932E-014,0,-1.44658043933932E-014,0,4.5266741219148E-013,0,-1.50552888045962E-014,2.85561484714184E-028,1.28578585397339E-014,0,1.74257024026652E-014,0,6.55538612820584E-015,-2.95822839457879E-031,-6.75094415064505E-015,0,1.77729767726729E-014,0,4.68883245240628E-013,0,8.44673441136582E-015,0,-3.77518645346109E-015,-3.94430452610506E-031,7.74481448980948E-016,0,-5.99036400730763E-015,0,4.74801754760604E-015,0,5.53607548167421E-015,0,5.53607548167421E-015,0,1.90669157947112E-014,0,2.77964895227798E-014,0,6.22942743604954E-015,0,-7.48547740589585E-015,0,1.29747833572214E-014,-7.29696337329436E-030,-1.03238078392789E-014,0,-2.44946615327376E-013,0,4.3895153933786E-015,-4.04291213925769E-030,-1.77428368725399E-014,0,1.81602001588256E-013,0
EX_duri_e,-3.66946497543558E-015,0,-3.65917367197682E-015,0,7.38785089869587E-015,0,-3.2437889888603E-017,0,-3.2437889888603E-017,0,6.38370862344974E-015,0,-1.3428408066226E-015,0,-9.91942081494423E-015,0,1.38950289623813E-014,0,-5.00157367649825E-016,0,-5.00157367649825E-016,0,-1.25538572743904E-015,0,-2.327349327993E-014,0,2.40481291757707E-014,0,1.59953484176993E-014,0,2.02588481716195E-015,0,1.64087824032402E-014,0,-2.07669487121523E-014,0,-6.84980415026133E-015,0,-9.55549803844147E-018,0,7.53270052927898E-015,0,4.88714762291443E-016,0,-6.38650356512057E-015,0,-7.50983399344706E-015,0,-1.52344793795166E-014,0,-1.52344793795166E-014,0,6.0801475169229E-015,0,2.74383458778603E-014,0,1.03129469389122E-014,0,-1.21286277193079E-014,0,1.50436430411997E-014,0,-1.12795333131802E-014,0,-8.01184647530321E-016,0,-1.09779827114853E-014,0,-5.85198750829987E-015,0,3.78928739554302E-014,0
KAS15,-3.00328938535428E-014,0,-4.45692183608299E-014,0,2.8642129255737E-013,0,-5.0336686951128E-015,0,-5.0336686951128E-015,0,3.12465954251368E-014,0,-2.21463161049044E-014,0,-1.39833101690666E-014,0,2.52494489434679E-013,0,-6.66495006101241E-013,0,-6.66495006101241E-013,0,-2.99836228772166E-013,0,-2.2536597185628E-013,0,2.90228588295798E-014,0,2.6788408085389E-013,0,2.71268404483531E-013,0,1.70666857012946E-013,0,6.81599663579695E-014,0,4.05803752981063E-014,0,4.26939716990137E-014,0,-1.52023092577009E-013,0,7.98050059116316E-014,0,-1.75893961640333E-014,0,-4.79270099466704E-014,0,8.06649535837833E-015,0,8.06649535837833E-015,0,-6.25789877762025E-014,0,1.81236333333572E-013,0,1.64236156962204E-013,0,-4.46800780570791E-013,0,5.28418343152619E-013,0,2.51121775948971E-013,0,-9.25664641716693E-014,0,-9.08023793092538E-013,0,-2.31780945155049E-013,0,5.1990962324063E-014,0
HBZOPT,0.00002453,0.00002453,0.00002676,0.00002676,0.0000446,0.0000446,0.00004683,0.00004683,0.00004683,0.00004683,0.00004906,0.00004906,0.00005798,0.00005798,0.00005798,0.00005798,0.0000669,0.0000669,0.00006913,0.00006913,0.00006913,0.00006913,0.00007805,0.00007805,0.00008028,0.00008028,0.0000892,0.0000892,0.0000892,0.0000892,0.00009143,0.00009143,0.00009366,0.00009366,0.00009812,0.00009812,0.00010258,0.00010258,0.00010258,0.00010258,0.00010481,0.00010481,0.00010481,0.00010481,0.00010927,0.00010927,0.0001115,0.0001115,0.00011373,0.00011373,0.00011373,0.00011373,0.00012265,0.00012265,0.00012265,0.00012265,0.00012265,0.00012265,0.00012934,0.00012934,0.0001338,0.0001338,0.00014049,0.00014049,0.00014495,0.00014495,0.00014718,0.00014718,0.00014941,0.00014941,0.00022969,0.00022969
EX_hxa_e,-7.51385449541522E-015,0,3.19241353743631E-014,0,3.49530250426177E-015,0,-3.70235298906113E-014,0,-3.70235298906113E-014,0,-1.65251058562682E-014,0,-4.7676657099708E-014,0,-5.08606517295392E-015,0,2.39905007307438E-014,0,-3.48338414271457E-014,0,-3.48338414271457E-014,0,-3.60873451656087E-014,0,-8.3525733016034E-014,0,1.13736354127382E-013,0,8.16173951361987E-014,0,1.80719265745843E-014,0,5.87582585870078E-015,0,-5.14513938338158E-014,0,3.61140030071169E-014,0,1.36999973722361E-014,0,-8.49083590947967E-014,0,6.64814579773618E-015,0,-3.01228628320922E-014,0,-1.96548394375432E-014,0,8.6827913564282E-015,0,8.6827913564282E-015,0,-9.16403872121927E-015,0,9.03121353809199E-014,0,5.6878743822215E-014,0,-1.15458672119641E-015,0,2.82220549427481E-014,0,-9.43250946375968E-014,0,-6.94279951929121E-014,0,-6.3930307839477E-014,0,1.40201257414785E-014,0,8.74723968893748E-014,0
G5SADs,0.02362778,0.02362778,0.02577576,0.02577576,0.0429596,0.0429596,0.04510758,0.04510758,0.04510758,0.04510758,0.04725556,0.04725556,0.05584748,0.05584748,0.05584748,0.05584748,0.0644394,0.0644394,0.06658738,0.06658738,0.06658738,0.06658738,0.0751793,0.0751793,0.07732728,0.07732728,0.0859192,0.0859192,0.0859192,0.0859192,0.08806718,0.08806718,0.09021516,0.09021516,0.09451112,0.09451112,0.09880708,0.09880708,0.09880708,0.09880708,0.10095506,0.10095506,0.10095506,0.10095506,0.10525102,0.10525102,0.107399,0.107399,0.10954698,0.10954698,0.10954698,0.10954698,0.1181389,0.1181389,0.1181389,0.1181389,0.1181389,0.1181389,0.12458284,0.12458284,0.1288788,0.1288788,0.13532274,0.13532274,0.1396187,0.1396187,0.14176668,0.14176668,0.14391466,0.14391466,0.22124194,0.22124194
ALAALAtex,-7.27154553543843E-014,0,-4.133086463862E-014,0,1.4306067130267E-013,0,-2.01370899386203E-014,0,-2.01370899386203E-014,0,3.56267822454407E-014,0,-3.03627410042283E-014,0,-2.31857901335002E-013,0,4.91670151336713E-013,0,9.08462210485437E-016,0,9.08462210485437E-016,0,-1.34234999856819E-013,0,-1.99361219962882E-013,0,1.55696174429211E-013,0,1.6650418784981E-013,0,2.01565490448519E-013,0,1.01650356867796E-013,0,-1.12348072568408E-013,0,4.3975799823919E-013,0,5.24533728266716E-013,0,-2.51252535145666E-013,0,1.4221869967076E-013,0,-2.13796633021529E-013,0,-1.29851688376636E-013,0,-5.89919569071663E-014,0,-5.89919569071663E-014,0,-3.22044087333748E-014,0,2.49530476321116E-013,0,3.31899883960526E-013,0,-1.70590509793347E-013,0,5.41003796123471E-013,0,1.22785287044835E-013,0,-1.54059955955641E-013,0,-4.87289617402975E-013,0,-7.94434986663802E-014,0,4.47776418730274E-013,0
LYStex,-7.18234718244571E-014,0,-3.3953898846921E-014,0,1.4578864700018E-013,0,-1.9605720548061E-014,0,-1.9605720548061E-014,0,2.58674861028858E-014,0,-3.1766671009247E-014,0,-2.35717010547747E-013,0,4.75856195289273E-013,0,-4.46727624753151E-013,0,-4.46727624753151E-013,0,-1.30991014334821E-013,0,-1.82429634011211E-013,0,1.45735825911021E-013,0,1.29353725547403E-013,0,1.97535362213228E-013,0,1.10198016107379E-013,0,-1.12992626948303E-013,0,4.01023030365869E-013,0,5.23320939716581E-013,0,-2.49070253012887E-013,0,1.32364870627885E-013,0,-2.26952905967598E-013,0,-1.33808292662738E-013,0,-7.32018069283549E-014,0,-7.32018069283549E-014,0,-3.26462465296511E-014,0,2.46584915858907E-013,0,3.29412724176844E-013,0,-1.76280552719383E-013,0,5.39210959411049E-013,0,1.2935858797618E-013,0,-1.64230206014424E-013,0,-5.04844151618118E-013,0,-6.18102621731809E-014,0,4.64629530043998E-013,0
ORNtex,-7.40717716257355E-014,0,-3.56451135226492E-014,0,1.44686775720414E-013,0,-1.9605720548061E-014,0,-1.9605720548061E-014,0,3.39947022220121E-014,0,-3.01101422268299E-014,0,-2.3506358222718E-013,0,4.76887840337931E-013,0,-1.18682487422211E-013,0,-1.18682487422211E-013,0,-1.29565147552896E-013,0,-1.8065327717181E-013,0,1.5397623210168E-013,0,1.29353725547403E-013,0,1.98068334931279E-013,0,1.03092588749778E-013,0,-1.12992626948303E-013,0,4.0457574404467E-013,0,5.25106749020149E-013,0,-2.46686593032063E-013,0,1.46575725343087E-013,0,-2.20328449667249E-013,0,-1.3102417848728E-013,0,-8.24442595613009E-014,0,-8.24442595613009E-014,0,-3.26462465296511E-014,0,2.47788721624644E-013,0,3.28370764596229E-013,0,-1.76280552719383E-013,0,5.41976759153059E-013,0,1.27984158434647E-013,0,-1.66646347167676E-013,0,-4.9376098977758E-013,0,-7.07990327724088E-014,0,4.64629530043998E-013,0
2AGPG141tipp,-2.57211786129456E-014,-1.08468374467889E-030,1.3730097029829E-014,-3.78283455956763E-029,1.0560807441243E-013,0,-9.60744603357017E-015,0,-9.60744603357017E-015,0,2.91292356193568E-015,0,-4.44505040079356E-014,0,-1.26207052435531E-013,0,1.5920518076642E-013,0,-1.0532037209109E-015,0,-1.0532037209109E-015,0,-1.84830152603983E-014,0,-2.9069945921239E-013,0,9.75536875968331E-014,-9.07190041004164E-030,4.87399092922042E-014,0,6.76829241199298E-014,0,6.94369971330042E-014,0,-5.95587849228596E-014,3.78406715473204E-029,-2.10887616583684E-014,0,5.09825940710828E-015,0,-1.04520717695121E-013,0,6.20439686713371E-014,0,-3.75656640623576E-014,0,-2.45304427430499E-014,0,6.76746137989013E-015,0,6.76746137989013E-015,0,3.07751164171197E-014,0,1.76443685917374E-013,-4.13165899109505E-029,9.18219922166566E-014,0,7.13581955932712E-014,0,-2.01933022807053E-014,0,-3.30305748711048E-013,0,-1.20633949377201E-012,-5.36425415550288E-029,-6.68140031942139E-014,0,-1.8669760659066E-013,0,7.10640339174099E-013,0
