,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+SALTS_BATCH_mu=0.55_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLC_BATCH_mu=1.03_S
bound,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum,maximum,minimum
FEENTERR3,-8.73736180927583E-015,0,-5.84194630242074E-015,0,1.51950204976932E-014,0,1.09748750880896E-015,0,1.09748750880896E-015,0,5.85350900406166E-015,0,-9.20979502963355E-015,0,-2.80616286117218E-015,0,5.04615754927962E-014,0,-1.7806737097303E-014,0,-1.7806737097303E-014,0,8.37885810418695E-015,0,-2.35913632614557E-014,0,1.07746831004886E-013,0,5.31826362461003E-014,0,1.69515538193947E-014,0,2.19714853660633E-014,0,-7.0507305771925E-017,0,6.14973399937805E-015,0,4.43082325812404E-014,0,8.9206382390206E-015,0,6.53302486943252E-015,0,-4.20053419348502E-014,0,3.46329422804999E-014,0,-1.12145437170974E-015,0,-1.12145437170974E-015,0,3.79282889471008E-014,0,7.76397419820103E-014,0,1.45249035690679E-013,0,-1.483513064787E-014,0,5.94770975442496E-015,0,-8.59269493107104E-015,0,-1.54812820186482E-014,0,-6.54482095260763E-014,0,-5.17496961951781E-014,0,-1.55530733084103E-014,0
FECRMR1,-8.73735602439342E-015,0,-7.90532911331573E-015,0,1.51950389078673E-014,0,1.09750058540352E-015,0,1.09750058540352E-015,0,5.85353215303412E-015,0,-9.20980571171096E-015,0,-2.53437000309336E-014,0,5.04615754927962E-014,0,1.0048904442001E-014,0,1.0048904442001E-014,0,8.37888686821928E-015,0,-2.18658619471764E-014,0,1.05171799254429E-013,0,4.59055082980274E-014,0,1.69515881930106E-014,0,2.21674306104899E-014,0,-7.04612335638406E-017,0,3.60062958070516E-014,0,1.91173101978953E-014,0,-3.75503839941217E-014,0,-1.26557704166669E-016,0,-4.20053313670778E-014,0,3.46328318201645E-014,0,-2.87366155724864E-015,0,-2.87366155724864E-015,0,3.79281649315776E-014,0,7.76395859569972E-014,0,4.41818531722009E-014,0,-3.79140513764234E-014,0,5.9475133812482E-015,0,-8.5925295001167E-015,0,-1.54812834668839E-014,0,-6.81282345448353E-014,0,-5.17495811187672E-014,0,-1.55531405338924E-014,0
FECRMR2,-9.27629867328308E-015,0,-8.03465121478559E-015,0,1.078711675773E-014,0,8.11962007651079E-016,0,8.11962007651079E-016,0,5.73341859629342E-015,0,-1.29538007489777E-014,0,3.66750749989532E-015,0,5.04616556905546E-014,0,-1.1524487938045E-014,0,-1.1524487938045E-014,0,2.03972318251977E-015,0,-8.98344142213013E-015,0,1.07930378183586E-013,0,5.86319057334339E-014,0,8.79825226379816E-015,0,-1.11608562524508E-013,0,-2.11827898721952E-014,0,3.43308300374285E-014,0,2.13424628179218E-014,0,-3.98682936684568E-014,0,-4.82872687917508E-016,0,-2.98635664904964E-014,0,3.52342899572964E-014,0,-3.92087979950686E-015,0,-3.92087979950686E-015,0,3.70597592658969E-014,0,8.0103881287506E-014,0,4.23407405898007E-014,0,-3.70532072752626E-014,0,-1.74141593847287E-014,0,1.35375923612503E-014,0,-1.63658912043105E-014,0,2.38372557674276E-014,0,-2.45888452797041E-014,0,3.57761917007978E-014,0
FECRMR3,-9.46124996921351E-015,0,-5.8152136739203E-015,0,1.49254159688523E-014,0,1.2489109977467E-015,0,1.2489109977467E-015,0,4.22399119182333E-015,0,-1.22267328959242E-014,0,-3.75732160432975E-014,0,5.07502967989932E-014,0,-1.79500204986629E-014,0,-1.79500204986629E-014,0,1.04066843552928E-014,0,-4.18375764192179E-014,0,1.06056622687852E-013,0,5.4489731132484E-014,0,1.70362449217308E-014,0,2.3508273397398E-014,0,-3.28041963540581E-015,0,8.25708042220828E-015,0,1.67914352800486E-014,0,-4.00892914300697E-014,0,2.52690603746307E-016,0,-4.23639026940072E-014,0,3.33615700951198E-014,0,7.59011630737974E-017,0,7.59011630737974E-017,0,3.50132636989973E-014,0,7.76830696964587E-014,0,6.23735091223351E-014,0,-1.48060033538996E-014,0,9.99758576897768E-015,0,-6.61810504298445E-015,0,-1.34819231131487E-014,0,-8.77975455928372E-014,0,-4.27523230023039E-014,0,-1.7460356847129E-014,0
APH180,-7.46123747289272E-015,0,-4.1638834099881E-014,0,-3.9387978714746E-014,0,1.54415760861052E-014,0,1.54415760861052E-014,0,-3.88181565143475E-014,0,-6.7948471733434E-014,0,-1.42835130383403E-013,0,1.60845043468064E-013,0,-2.0394943794346E-013,0,-2.0394943794346E-013,0,-7.33218847469954E-015,0,-3.57543911586419E-013,0,1.14813671763638E-012,0,2.81768353137308E-012,0,1.27460511895843E-013,0,3.30893549769721E-014,0,1.35681701779233E-013,0,1.53661862833416E-013,0,3.16139088165773E-013,0,-2.6578208833978E-013,0,9.28736125603698E-015,0,-8.96283726517091E-014,0,-1.7752880395983E-014,0,-8.77090710961624E-014,0,-8.77090710961624E-014,0,1.1576400285844E-013,0,2.57102529286042E-013,0,1.16239360595213E-013,0,-1.0880754092331E-013,0,5.7403979124664E-014,0,-5.73777014480864E-014,0,7.93367824739533E-014,0,-3.65101393653975E-013,0,-1.80761329164552E-013,0,3.91350230241625E-013,0
APH181,-2.90322013403061E-014,0,9.88780998225004E-014,0,5.84240857869068E-014,0,8.9505903395459E-015,0,8.9505903395459E-015,0,3.52552332662959E-014,0,-1.45980448784505E-014,0,-1.02697617098567E-013,0,1.32058463349826E-013,0,-7.95520039390244E-014,0,-7.95520039390244E-014,0,-7.54716739536798E-014,0,-1.01975316605043E-013,0,2.58635562099473E-013,0,8.57571318579209E-014,0,7.04876679665773E-014,0,-5.51285437855373E-014,0,-1.72137553749481E-013,0,9.37509462468351E-015,0,1.43619480648452E-013,0,-1.75199040809062E-013,0,-1.47522473347639E-013,0,-3.39272405957192E-014,0,-5.44895569555368E-014,0,-4.4048209976982E-014,0,-4.4048209976982E-014,0,1.05541794536346E-013,0,1.39928781015E-013,0,1.58661586421296E-013,0,-2.40814458911776E-014,0,4.48384142814156E-014,0,-6.50159204805044E-014,0,-1.1717967597739E-014,0,-7.08567136539289E-014,0,-9.01118406464142E-014,0,-2.80563064716241E-015,0
23PDE2pp,0,6.22628944507489E-015,0,-2.06375533161521E-015,0,-1.07619683663327E-014,0,3.42513250261285E-015,0,3.42513250261285E-015,0,-1.42934524123352E-014,0,4.65729107027513E-015,0,4.11093635257878E-015,0,-1.55516388667846E-014,0,5.71958536629146E-015,0,5.71958536629146E-015,0,-2.7626865834657E-014,0,4.03519627780276E-014,0,-2.70601225297147E-014,0,-2.67266054897828E-014,0,-1.29085649729778E-014,0,-5.12483791907934E-015,0,2.97552856115291E-015,0,-2.619632653755E-014,0,-3.76856631861628E-014,0,1.5106618228612E-014,0,-3.62195526648773E-015,0,1.13830010101332E-014,0,2.62470331885793E-015,0,-8.91100187571257E-016,0,-8.91100187571257E-016,0,-4.37845296529588E-014,0,-4.78794033757208E-014,0,-1.65216720617683E-014,0,8.6922531053681E-015,0,-1.88898845435084E-014,0,5.34550265395828E-015,0,1.90159950884085E-014,0,1.88292306503226E-014,0,2.43975415728519E-014,0,-5.38023976903707E-014
UPLA4FNF,-2.73207645727116E-016,1.63192470131437E-031,2.71436407934239E-015,-5.12152920461176E-031,6.16915717904912E-016,0,1.76536975321578E-016,0,1.76536975321578E-016,0,1.13849317047664E-015,-4.13961214842285E-031,-6.27196134095169E-016,-5.17473301932545E-032,-1.20363495557795E-015,2.69630192214213E-033,8.31316708579573E-016,0,-1.1743540590011E-015,-3.94430452610506E-031,-1.1743540590011E-015,-3.94430452610506E-031,-1.34719056995199E-015,5.17443209277164E-032,-7.83293687465276E-017,5.90925592572834E-031,2.05234081590264E-015,0,3.19627799249247E-015,0,5.32371979749994E-016,-2.06980607762813E-031,-2.31896752153804E-016,3.37049321281933E-031,6.65613811012187E-016,3.72161887628528E-031,-1.30340369873074E-015,0,-2.22251598000085E-015,6.20919814070445E-031,-1.11998096847486E-015,-2.61156100458909E-031,1.1139985436383E-015,2.02365771139554E-031,-1.54734741529055E-015,-1.29364563901214E-032,1.06832794125457E-015,0,4.62442623763E-016,-2.06941172524408E-031,4.62442623763E-016,-2.06941172524408E-031,3.73690140612359E-016,0,7.25692664208163E-015,1.61547003735201E-030,3.47417272513141E-016,8.54571227511074E-032,-2.74952615874685E-015,0,1.01126348957264E-015,-8.27921171905615E-031,1.09251646162717E-015,-4.13961338269192E-031,-2.72011563320269E-015,0,1.23421912152395E-015,4.13961338269192E-031,-2.38446497494329E-015,3.18741405796088E-031,-2.28698373352134E-015,-1.31384174849441E-032
BSORy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2246602411804E-013,0,0,0,0,0,0,0,0,5.47420097790713E-013,0,0,0,0,0,0,0,0,0,0,0,2.70242469854996E-013,0,0,0,1.10706670191722E-013,0,0,0,0,0,0,0,0,0,0,0,1.7410789237426E-012,0,0,0,0,0,0,0,0,0,2.97669114814249E-013,0,0,0,0,0,0,0
BSORx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2246602411804E-013,0,0,0,0,0,0,0,0,0,0,-5.47420097790713E-013,0,0,0,0,0,0,0,0,0,0,0,-2.70242469854996E-013,0,0,0,-1.10706670191722E-013,0,0,0,0,0,0,0,0,0,0,0,-1.7410789237426E-012,0,0,0,0,0,0,0,0,0,-2.97669114814249E-013,0,0,0,0,0,0
ORPT_reverse,0.03523564,0.03523564,0.03843888,0.03843888,0.0640648,0.0640648,0.06726804,0.06726804,0.06726804,0.06726804,0.07047128,0.07047128,0.08328424,0.08328424,0.08328424,0.08328424,0.0960972,0.0960972,0.09930044,0.09930044,0.09930044,0.09930044,0.1121134,0.1121134,0.11531664,0.11531664,0.1281296,0.1281296,0.1281296,0.1281296,0.13133284,0.13133284,0.13453608,0.13453608,0.14094256,0.14094256,0.14734904,0.14734904,0.14734904,0.14734904,0.15055228,0.15055228,0.15055228,0.15055228,0.15695876,0.15695876,0.160162,0.160162,0.16336524,0.16336524,0.16336524,0.16336524,0.1761782,0.1761782,0.1761782,0.1761782,0.1761782,0.1761782,0.18578792,0.18578792,0.1921944,0.1921944,0.20180412,0.20180412,0.2082106,0.2082106,0.21141384,0.21141384,0.21461708,0.21461708,0.32993372,0.32993372
3UMPtex_reverse,-7.27135037904738E-014,0,-3.35171822118431E-014,0,1.43193431858691E-013,0,-1.58952370301973E-014,0,-1.58952370301973E-014,0,3.78285529122695E-014,6.81575822110954E-028,-3.08832664672386E-014,0,-2.32657825697862E-013,0,4.82774055671034E-013,0,-2.65172721060247E-013,0,-2.65172721060247E-013,0,-1.33120440023504E-013,0,-1.86681712724889E-013,0,1.54632788938438E-013,-2.52435489670724E-028,1.31345246119581E-013,0,1.99683315477084E-013,0,9.92494995770441E-014,-3.53409685539013E-028,-1.15948491142798E-013,0,4.04551514243697E-013,5.04870979341448E-029,5.33626064525614E-013,0,-2.47953524775227E-013,0,1.52015225240687E-013,-4.2914033244023E-028,-2.15539813274451E-013,0,-1.2354401697755E-013,0,-8.87298877749678E-014,0,-8.87298877749678E-014,0,-3.35781064384411E-014,0,2.3573075106972E-013,0,3.21138093196434E-013,0,-1.78963125545095E-013,0,5.50603322158657E-013,0,1.21946981925069E-013,0,-1.59945439028761E-013,0,-4.85697574932898E-013,0,-6.69826275727328E-014,0,4.58538507649963E-013,5.04870979341448E-028
POAACR,-1.87524663815306E-016,0,3.28404509825824E-015,-1.26895672175786E-029,1.39071862010054E-014,1.45561785196787E-030,6.25498106824861E-016,-2.44966251863904E-031,6.25498106824861E-016,-2.44966251863904E-031,1.36472387485247E-015,4.51582423710197E-030,-1.05216103768916E-015,3.55199259643338E-030,1.21083467835114E-014,6.50810246807335E-030,5.21165266840229E-013,-1.26929159282694E-028,-2.37013432931088E-014,5.91645678915759E-030,-2.37013432931088E-014,5.91645678915759E-030,-5.58975485615904E-015,0,-3.62176405272869E-014,-8.82955121679264E-030,4.88564756160357E-014,7.08125921952299E-030,2.16797649527799E-014,0,2.61605128740807E-014,-4.56060210830897E-031,3.47772286730836E-013,3.86147413105685E-028,-1.41507370856171E-014,0,-1.28848139204267E-014,1.48164630767849E-031,5.57447892618851E-014,1.29699826174814E-029,-4.18557347775161E-014,2.79799102320578E-030,-6.2730337063564E-016,0,-1.1937666505128E-014,1.86815204605562E-031,-5.92586459568E-015,1.53458097968775E-030,3.70170766280888E-015,-5.07521058944924E-030,3.70170766280888E-015,-5.07521058944924E-030,6.64636361700461E-014,0,6.22342733935052E-014,8.50490663441403E-030,1.3080084157426E-012,1.51461293802434E-028,-7.20046425545991E-015,-1.05746042398842E-030,8.6155767836562E-015,0,-1.32751966137964E-015,0,-3.60103571607853E-014,0,-2.44443650706626E-014,-2.30495295744264E-030,-2.19914229600574E-014,-5.66993775627602E-031,5.42500509851159E-014,3.83873919815578E-031
PLIPA1A120pp,-6.10494199724409E-014,0,4.44345364812131E-014,1.17885401523965E-028,-4.30521994988252E-015,8.5226251899024E-030,2.58319547291182E-014,3.73517260826891E-030,2.58319547291182E-014,3.73517260826891E-030,-3.56887324003868E-015,-2.66818680560945E-029,7.50361626855158E-015,-6.23508263915701E-029,-8.74510832854594E-015,0,1.0361364100381E-013,-6.03130841768491E-030,-8.03917224731571E-014,0,-8.03917224731571E-014,0,8.01335222650526E-014,-3.39210189245035E-029,-1.69058104728343E-013,1.47456900262064E-029,1.25590670106924E-013,0,6.94179665847537E-015,0,1.28543784409052E-014,0,-9.67586772720649E-014,0,1.95762316698153E-014,-6.09641568316113E-029,4.32094063194429E-014,0,1.19356229632769E-013,0,-9.86343832197138E-014,0,-3.24870663632965E-014,0,-1.58276436306883E-014,2.45339400790629E-031,-5.28569586075762E-015,0,-6.41552186957377E-015,0,-6.41552186957377E-015,0,9.2642195100077E-014,0,7.66350713427662E-014,0,-1.27106344071029E-014,0,1.26860948498221E-014,2.83685267836487E-030,9.37248802114036E-014,2.13066400119538E-028,-5.62795272599193E-014,-2.13067871268398E-029,7.03599904950244E-014,0,-1.76614272564783E-013,-8.68240033808876E-029,-1.39977598450391E-014,-2.01159530831358E-029,9.16599173293794E-014,2.66334839085498E-030
APH160,-6.47692025327708E-015,0,-4.65451871074499E-015,0,2.73923077997291E-014,0,1.67989316086009E-014,0,1.67989316086009E-014,0,7.45517544552194E-014,0,2.2871313310182E-015,0,-3.72622994960477E-014,0,4.43714854417093E-015,0,-1.38310894110584E-014,0,-1.38310894110584E-014,0,1.29352021401497E-013,0,-1.06801047987093E-013,0,2.78997631454764E-013,0,4.15661084533199E-014,0,-2.03643984168092E-014,0,6.44512241224879E-014,0,8.22710135037731E-014,0,-1.64603576026217E-015,0,1.87152996657324E-013,0,-1.45137324054921E-013,0,1.6809875133427E-014,0,-1.63851427554196E-014,0,-1.07391906142436E-014,0,-6.74657039101901E-014,0,-6.74657039101901E-014,0,1.1453829069385E-013,0,1.87374544960825E-013,0,1.18265413461592E-013,0,-5.75412955271384E-014,0,4.55011535293887E-014,0,-6.46737899549555E-014,0,4.42292402583269E-014,0,-6.75076706476317E-016,0,-4.62038805710393E-014,0,1.05039989610031E-013,0
APH161,-2.64930383991367E-014,0,-1.51307308982256E-015,0,2.57035682054378E-014,0,2.58696528293592E-014,0,2.58696528293592E-014,0,3.51563148123554E-014,0,1.81986911612759E-014,0,-1.40881266290708E-013,0,1.14552150900187E-013,0,4.56841752779167E-015,0,4.56841752779167E-015,0,1.52619283068208E-013,0,-1.09527111774661E-013,0,3.3480242685875E-013,0,1.00785457834932E-013,0,4.33785449567842E-014,0,6.96058470728551E-014,0,-2.0482006677612E-013,0,-2.13136566195127E-014,0,1.43926265869738E-013,0,-1.17466724075604E-013,0,1.6810109094148E-014,0,2.52044467408867E-014,0,5.12033905151638E-015,0,-1.05906200376456E-013,0,-1.05906200376456E-013,0,-2.96480180669381E-014,0,1.82510296760436E-013,0,1.68899048624788E-013,0,-2.92345575938728E-014,0,1.24239362584883E-013,0,6.89587838322249E-014,0,8.91986410300962E-014,0,-1.22566718641679E-013,0,-4.91057799899821E-014,0,-2.27969264517692E-014,0
EX_cbl1_e,-7.12169795317921E-014,0,-4.59720630884902E-014,0,1.32767255877093E-013,0,-1.4544341452071E-014,0,-1.4544341452071E-014,0,3.49094740881238E-014,0,-2.63070659376122E-014,0,-2.23017099980121E-013,0,4.8385630627961E-013,0,3.67870744729206E-014,0,3.67870744729206E-014,0,-1.34305256157596E-013,0,-2.01232986593461E-013,0,1.68065186493795E-013,0,1.58926915706744E-013,0,2.15254193397452E-013,0,1.11320884592753E-013,0,-1.20563722950635E-013,0,4.42172733317749E-013,0,5.50849742748185E-013,0,-2.59291243733343E-013,0,1.24064818494662E-013,0,-2.21982576264229E-013,0,-1.38570191726461E-013,0,-6.42407964646029E-014,0,-6.42407964646029E-014,0,-5.89607836268414E-014,0,2.32374061143705E-013,0,3.02996355084669E-013,0,-1.32149037565701E-013,0,5.57279839136824E-013,0,1.18478402334854E-013,0,-1.42844535002582E-013,0,-4.88967962365986E-013,0,-6.71239262208621E-014,0,4.2818098234564E-013,0
BUTtex,-7.44010672115697E-014,0,-3.55125478900868E-014,0,1.40962740098911E-013,0,-1.55897630680995E-014,0,-1.55897630680995E-014,0,3.26085090869079E-014,0,-2.81162436096523E-014,0,-2.3260665135532E-013,0,4.86666991991561E-013,0,2.52353671706052E-013,0,2.52353671706052E-013,0,-1.36130022623998E-013,0,-1.80400116388051E-013,0,1.48490566790872E-013,0,1.33886616011888E-013,0,1.96909431652625E-013,0,1.16555100973389E-013,0,-1.16289364305828E-013,1.26217744835362E-028,3.97273969791214E-013,0,5.24533728266716E-013,0,-2.51252535145666E-013,0,1.45993457954485E-013,-1.31266454628776E-027,-2.22134005426407E-013,0,-1.24438402454687E-013,0,-8.24605225938883E-014,0,-8.24605225938883E-014,0,-2.90919488992392E-014,0,2.41033800735781E-013,0,3.21745246413026E-013,0,-1.68858496822802E-013,0,5.41815429869793E-013,0,1.22216406164932E-013,0,-1.67533119512683E-013,0,-4.89239012909104E-013,0,-6.76422968320543E-014,0,4.7143341197831E-013,0
HXAtex_reverse,-7.28614973870181E-014,1.57772181044202E-029,-3.5376372097221E-014,-7.19441145561563E-028,1.44278880863675E-013,0,-1.7090915514805E-014,1.0097419586829E-028,-1.7090915514805E-014,1.0097419586829E-028,2.73096505398699E-014,1.79229197666214E-027,-3.23022702705877E-014,0,-2.36210539376663E-013,0,4.86673930885465E-013,0,-4.0839180023451E-013,0,-4.0839180023451E-013,0,-1.35026901123603E-013,0,-1.89381355805588E-013,-6.56332273143882E-028,1.5139796333661E-013,0,1.32392585418203E-013,-4.41762106923767E-028,2.12214957867541E-013,-1.6408306828597E-028,1.05265520591732E-013,1.51461293802434E-028,-1.16303242093635E-013,0,4.14403279914313E-013,2.52435489670724E-029,5.27123453575915E-013,3.78653234506086E-028,-2.46606945677E-013,-8.83524213847533E-029,1.27259468137957E-013,0,-2.18263329131735E-013,-1.0097419586829E-028,-1.30160252314925E-013,2.52435489670724E-029,-9.10943158727238E-014,5.80601626242665E-028,-9.10943158727238E-014,5.80601626242665E-028,-2.45438698634613E-014,-2.77679038637796E-028,2.46918133378291E-013,0,3.23807122511438E-013,0,-1.75239568708965E-013,-5.55358077275592E-028,5.51784235164929E-013,1.74180487872799E-027,1.31273722693658E-013,-2.01948391736579E-028,-1.65382062402472E-013,-2.01948391736579E-028,-4.81099256678952E-013,-3.53409685539013E-028,-6.84284382747964E-014,0,4.70480479583859E-013,0
AACPS8,-1.91788593039497E-014,0,7.1299877179291E-014,0,-1.69179011472724E-015,0,-5.20935643605527E-014,1.59140193157825E-030,-5.20935643605527E-014,1.59140193157825E-030,2.6568887650455E-014,0,1.52878454721987E-014,0,-6.92119541803394E-014,0,1.4258747813181E-013,-1.98470646748767E-029,-7.20424127353183E-014,0,-7.20424127353183E-014,0,-4.72209062182807E-014,4.14151975241031E-029,-2.65405430923822E-013,5.09247323528015E-029,2.17755514488094E-013,0,1.42658889753198E-013,-4.08728075035151E-029,6.45438005477807E-014,0,-1.97521632114455E-013,0,-1.23585263103716E-013,-1.36374328990082E-028,1.05858250049183E-013,7.95697956523586E-031,1.06167714935003E-013,0,-2.86509510566865E-014,0,7.00956029683193E-014,0,-6.66251494888015E-014,1.10644675305047E-030,2.2832167748712E-014,-3.18317701208322E-030,-1.30300494801288E-013,-2.54654160966658E-029,-1.30300494801288E-013,-2.54654160966658E-029,1.48908973814735E-013,0,4.90500742804794E-013,0,2.87929225228035E-013,0,1.19545449756024E-013,0,6.16555143192157E-014,-1.18723566235762E-028,-2.38168223288587E-013,2.40448501696858E-029,-1.29940887276916E-013,0,1.47551099612148E-013,-4.69462757313888E-029,-3.25961222914661E-014,-1.06496222204837E-029,2.12797402370075E-013,-4.77399514614708E-030
AACPS9,-1.25982722277575E-013,0,-3.3036830477852E-013,0,-6.28858548450775E-015,0,5.6315650880506E-007,0,5.6315650880506E-007,0,7.79324392848001E-014,0,9.78355944440195E-014,0,-3.38058995850779E-013,0,1.09381049278377E-012,0,8.31326165864244E-007,0,8.31326165864244E-007,0,-2.74520777738929E-013,0,-3.92313017970477E-013,0,-1.01407703209949E-013,0,3.73173648519844E-013,0,4.55100915204749E-013,0,2.50880880349295E-013,0,6.16238452396804E-013,0,7.70986623196269E-013,0,9.49611379478904E-013,0,-4.87690786167348E-013,0,-1.23823012848429E-013,0,-4.95389079386891E-013,0,-3.85141252405046E-013,0,7.88656620555402E-014,0,7.88656620555402E-014,0,-1.40818474681393E-013,0,6.39488577449371E-013,0,1.47099737401017E-012,0,-3.0653699276756E-013,0,9.88977711867913E-013,0,2.59158561432106E-013,0,-4.02662584394004E-013,0,-5.9526608596244E-013,0,-1.35955579006632E-012,0,9.22282130563161E-013,0
LPLIPAL2E120,-3.17627679607283E-014,0,1.04394546940497E-013,0,8.77836483793936E-015,0,-6.83895546345724E-015,0,-6.83895546345724E-015,0,4.77933608054135E-014,0,-3.47007693794617E-014,0,-7.10198211528583E-014,0,2.28757794850308E-013,0,2.00020448676088E-014,0,2.00020448676088E-014,0,2.33128005648215E-014,0,-5.50494646570779E-014,0,2.9566695977732E-014,0,1.6005487089914E-013,0,4.55681913034711E-014,0,3.45832154676182E-013,0,-2.00640686050462E-013,0,7.44022299818065E-014,0,1.19971398195283E-013,0,-6.94074561003103E-014,0,-1.00525997888528E-015,0,-5.85967336048519E-014,0,-5.53220194106313E-014,0,1.26356424294158E-014,0,1.26356424294158E-014,0,2.39047992359399E-014,0,6.89859455285917E-014,0,-1.94803626728506E-015,0,-1.16044329354943E-013,0,1.11449319067884E-013,0,4.34644951402177E-015,0,-3.41650294536962E-013,0,-2.16754151947959E-014,0,-9.49610623434896E-014,0,2.93890305675824E-013,0
FACOAE120,0.00448305,0.00448305,0.0048906,0.0048906,0.008151,0.008151,0.00855855,0.00855855,0.00855855,0.00855855,0.0089661,0.0089661,0.0105963,0.0105963,0.0105963,0.0105963,0.0122265,0.0122265,0.01263405,0.01263405,0.01263405,0.01263405,0.01426425,0.01426425,0.0146718,0.0146718,0.016302,0.016302,0.016302,0.016302,0.01670955,0.01670955,0.0171171,0.0171171,0.0179322,0.0179322,0.0187473,0.0187473,0.0187473,0.0187473,0.01915485,0.01915485,0.01915485,0.01915485,0.01996995,0.01996995,0.0203775,0.0203775,0.02078505,0.02078505,0.02078505,0.02078505,0.02241525,0.02241525,0.02241525,0.02241525,0.02241525,0.02241525,0.0236379,0.0236379,0.024453,0.024453,0.02567565,0.02567565,0.02649075,0.02649075,0.0268983,0.0268983,0.02730585,0.02730585,0.04197765,0.04197765
EAR140x,-3.85643659014957E-014,0,-2.03399897660351E-014,0,5.33476232144165E-014,0,5.03869426913422E-015,0,5.03869426913422E-015,0,-3.18908333965788E-014,0,1.64075551616501E-014,0,-1.13561596184226E-013,0,1.16251942482826E-013,0,-1.08204806381728E-013,0,-1.08204806381728E-013,0,3.36545609287227E-014,0,-2.48402037373325E-013,0,2.22502868023187E-013,0,6.62525609801228E-014,0,2.18426841384633E-014,0,4.74817484299581E-014,0,-1.80971476887736E-014,0,9.02537989195392E-014,0,2.15896171908967E-013,0,-1.35219870230573E-013,0,4.75924448835509E-014,0,-1.98344385804857E-013,0,5.10703473473597E-014,0,-8.42333733600165E-014,0,-8.42333733600165E-014,0,5.82856297235499E-014,0,3.69747983732117E-013,0,2.42808984646167E-013,0,5.31647973175624E-015,0,1.17814540378292E-013,0,-2.67385037110829E-013,0,-2.06962160789467E-013,0,3.4260070675934E-014,0,-7.23881514502767E-014,0,2.8948024961506E-013,0
