,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose,glycerol+aa,lb
b0611,8.816031143e-06,2.37873836285e-06,2.14194017508e-06,2.81756387995e-06,3.40415520882e-06,2.19971978963e-06,2.646956877e-06,2.42036987516e-06,3.41982939558e-06
b0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0620,1.91252259062e-07,2.21635918348e-07,4.45722083029e-08,1.13041237097e-07,0.0,9.18410689659e-08,3.60791713638e-07,0.0,2.35860223986e-08
b0621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0623,0.000154928864973,0.00011718925166,0.000249810942878,0.000244775495891,0.000265843823478,0.000250615989794,0.000227030646677,0.000241977620712,0.00037963337869
b0624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0627,2.62777418853e-07,1.34930283414e-07,4.20195647064e-07,4.38078682983e-07,7.67466347986e-07,4.93750819019e-07,5.5570701078e-07,3.40172584478e-07,3.79168346641e-07
b0628,3.55847522432e-05,3.59419324557e-05,6.24302914565e-05,3.76598126641e-05,5.12853813625e-05,5.83796314897e-05,2.79517166584e-05,6.76569394322e-05,0.000113623724358
b0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0630,3.72493809651e-07,6.25964557636e-07,2.80733086416e-07,4.70237388225e-07,4.36047029473e-07,4.31332361059e-07,9.30947312904e-08,9.68945342794e-07,5.20206019769e-07
b0631,4.62003365516e-05,6.82569691718e-05,9.04797494274e-05,5.42868546397e-05,5.4456222746e-05,5.49369505979e-05,7.192214605e-05,0.000130490694885,0.000112635503175
b0632,6.36701083005e-05,5.96608221974e-05,9.00668094665e-05,9.409982313e-05,8.97604443963e-05,7.48809912498e-05,0.000106225911318,9.38296998956e-05,0.000102180837585
b0633,1.50568397699e-05,1.50744123925e-05,2.24229421199e-05,1.66108266185e-05,2.13466523307e-05,2.03406296316e-05,1.93142787935e-05,2.94556943905e-05,3.20003514621e-05
b0634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0635,4.71097471609e-07,1.03089398325e-06,8.88522098405e-07,8.25196693245e-07,1.42981287526e-06,8.87228568903e-07,9.37826407191e-07,1.19811903642e-06,1.14112557958e-06
b0636,6.39646015071e-07,8.6994776456e-07,1.05305792116e-06,1.09868715221e-06,9.4600833705e-07,9.3957076084e-07,1.7353748765e-06,2.17171193189e-06,2.63387946569e-06
b0637,2.73739755696e-07,3.73763579053e-07,3.64144551622e-07,5.21445305486e-07,5.55448976172e-07,3.99162412726e-07,1.41292269183e-06,1.48671795104e-06,2.51304507546e-06
b0638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0639,1.65087132748e-06,1.32010458595e-06,1.06293104052e-06,1.24546452621e-06,2.01148434438e-06,1.45191120915e-06,1.73880660015e-06,1.35186791245e-06,1.92501805149e-06
b0640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0641,1.25837377576e-05,7.92445194568e-06,1.09740015934e-05,9.60192736782e-06,1.03134717772e-05,8.34902790053e-06,1.16188189917e-05,1.09037339586e-05,9.21702862137e-06
b0642,0.000243435633784,0.000255746672097,0.000256633247513,0.000278917417556,0.000297032650047,0.000279109603924,0.00031809404143,0.000303902941321,0.000307008962913
b0643,3.79941955013e-05,1.90363414012e-05,1.9429019148e-05,2.29037780177e-05,1.7444674125e-05,2.3301141966e-05,1.80015905985e-05,1.12665261554e-05,1.45056139987e-05
b0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0651,1.10604789623e-05,1.60428944868e-05,1.52795842229e-05,1.72723922849e-05,1.37761626533e-05,2.03780933246e-05,8.59673417521e-06,2.58979031573e-05,4.72718522249e-05
b0652,4.64030994695e-06,2.84182957e-06,5.49782028511e-06,5.02434198859e-06,5.15513565638e-06,5.43706410965e-06,3.89012761703e-06,3.02504921729e-06,2.04584078794e-06
b0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0655,0.000401940979111,0.000334655559356,0.000385809099385,0.00037712652847,0.000258747299703,0.000337500428252,0.000292298569489,0.000157531028936,0.000143648619376
b0656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0657,2.66754964663e-06,2.30347959649e-06,3.27471149226e-06,3.26638400775e-06,4.18023424099e-06,2.2994631093e-06,4.77141808779e-06,4.5997224658e-06,4.75712823445e-06
b0658,2.5485481051e-05,2.54185337083e-05,2.17704630696e-05,2.1020265723e-05,2.03118670055e-05,2.02160556911e-05,1.26783512413e-05,1.40354898346e-05,1.41764139976e-05
b0659,1.50069083629e-05,7.57659230236e-07,5.92630620573e-07,1.82057003186e-07,9.72493167135e-06,9.45195524184e-06,4.35666478383e-07,7.49031537021e-07,7.29769779885e-07
b0660,4.41355461127e-05,4.17132676416e-05,4.00388949091e-05,4.96024562213e-05,4.57777214169e-05,4.14820919192e-05,5.07755247759e-05,4.40113095023e-05,6.65422382426e-05
b0661,4.20931922064e-05,3.68652108282e-05,5.11116189261e-05,6.18045508576e-05,6.24247836016e-05,6.79580027634e-05,9.19477292123e-05,8.52828105642e-05,0.000145719607556
b0662,2.81864528919e-06,2.2600912175e-06,1.63230271981e-06,2.11311338349e-06,2.21618344999e-06,2.40688113525e-06,2.36157726131e-06,1.97236428154e-06,2.29745108425e-06
b0674,9.83236244977e-05,0.000133244353416,0.000164524732405,0.000142335198438,0.00016425631848,9.52999961977e-05,0.000128116106289,0.000559034898621,6.08910927208e-05
b0675,5.50981119577e-05,4.18783733252e-05,5.71543849255e-05,5.32168997231e-05,5.8101106676e-05,5.66716531236e-05,6.10080084484e-05,5.64186136007e-05,4.35969655054e-05
b0676,1.74153050392e-05,9.77017502696e-06,9.31399964958e-06,1.05137947899e-05,9.7504680665e-06,8.51438262495e-06,9.77812187408e-06,1.09057718378e-05,1.22373591415e-05
b0677,0.000148657538849,3.40636962754e-05,3.24653131867e-05,3.17247739473e-05,2.88833020124e-05,3.74869642767e-05,2.04582845376e-05,2.01547230983e-05,3.61058593317e-05
b0678,0.000174651076808,4.58564827175e-05,3.37564840881e-05,4.56218921224e-05,3.66354441688e-05,3.84123643902e-05,2.90352050671e-05,2.51582592662e-05,3.98475233208e-05
b0679,0.000177341907786,5.79043521068e-05,9.14348657616e-05,7.10496716171e-05,5.82992753814e-05,7.59959006382e-05,3.22317049627e-05,7.31564196977e-05,0.000141754820865
b0680,7.87378591963e-05,8.24090827109e-05,9.87188010794e-05,0.000102193969549,0.00010522637081,8.00111040632e-05,0.000112368508928,0.000126015947462,0.000127436094743
b0681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0683,0.000171173893782,0.000139793981813,0.000189889164675,0.00018437843067,0.000184253038886,0.000177572021524,0.000193188510322,0.000185527283733,0.000211729194002
b0684,0.000320746190533,0.000239854953567,0.000275200254846,0.000300540418679,0.000320210667392,0.000300479054743,0.00030253549468,0.000315104697538,0.000283147072079
b0685,2.26016020694e-08,1.97429014124e-08,2.24545889214e-07,9.26663739117e-08,0.0,2.23303310791e-07,7.05313415028e-07,0.0,3.03650655902e-07
b0686,8.03021418506e-06,1.12069101174e-05,1.372634645e-05,1.1174501405e-05,8.32277624076e-06,1.14715341354e-05,1.02641191417e-05,8.40455840075e-06,5.50469528335e-06
b0687,4.025951268e-05,3.59671168274e-05,4.05331210186e-05,3.94566366628e-05,4.79428728289e-05,3.97790956875e-05,4.8848447277e-05,4.55226402635e-05,6.54207006203e-05
b0688,0.000131903868818,0.000171656339948,0.000191275564464,0.000168078224347,0.000126746217703,0.000131891698157,0.000139011254073,0.000146460240017,0.00016116221659
b0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0694,1.87333063552e-06,1.9209899425e-06,1.0750885134e-06,1.25398374943e-06,0.0,1.2584131984e-06,2.65489903812e-06,0.0,1.77183493543e-06
b0695,6.72073786757e-07,4.66513222112e-07,6.8154126097e-07,5.06158337754e-07,6.91422562051e-07,3.96629996836e-07,4.96750190212e-07,1.62124735709e-07,2.04952875682e-07
b0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0707,4.60192070548e-10,4.42184554744e-10,4.06809790365e-10,3.85236543906e-10,6.8717869994e-10,3.94195533299e-10,3.58107209828e-10,5.31083277238e-10,4.74137284807e-10
b0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0710,0.000295958795521,0.000264018198557,0.000232402193434,0.000265194641696,0.000227638452571,0.000249472194262,0.000206196121197,0.000209594786955,0.000135409171272
b0711,4.43829231881e-06,6.39745392512e-06,6.28957056485e-06,5.73557416726e-06,5.45746897559e-06,4.60512030752e-06,5.5463525363e-06,5.12388563828e-06,4.89495958633e-06
b0712,1.42340399017e-06,4.47626411458e-07,1.2202220745e-06,1.47404961711e-06,1.08086579605e-06,1.07105502699e-06,6.2815511273e-07,9.19373990755e-07,5.88470333169e-07
b0713,1.02804453281e-07,6.76231091724e-07,2.2174509355e-07,3.58008720336e-07,1.10967285643e-07,2.108436228e-07,2.2399787215e-08,4.18294870156e-07,2.5511525887e-07
b0714,5.09661981209e-08,2.61183299356e-09,6.00721588519e-10,8.53297710964e-09,2.27807426727e-07,4.42391867514e-08,5.28804215245e-10,7.84231838797e-10,7.0014171156e-10
b0715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0720,0.00198206755978,0.00357312104553,0.00359091410955,0.00161086549814,0.00163797366729,0.00181708183209,0.000822789006119,0.00144496693096,0.000921433902177
b0721,2.63882790257e-05,6.41516269324e-05,5.70114259065e-05,2.86888993473e-05,4.87687356057e-05,5.47840214961e-05,2.17914424703e-05,5.0136375123e-05,7.2499844375e-05
b0722,4.76976836867e-07,9.36049845505e-07,1.23981983807e-06,7.34806593234e-07,1.0679261629e-06,1.02720518046e-06,6.69380217804e-07,6.16217348577e-07,2.83900832263e-06
b0723,0.000401043062437,0.000896410693771,0.000646295075748,0.000382854098068,0.000369206242818,0.000524225356793,0.000237712946169,0.000531100661541,0.000632265702761
b0724,0.00018752311312,0.000416211463229,0.000281516937169,0.000170023108367,0.000188028357863,0.00030622460885,0.000117699948852,0.000216210712588,0.00028371809801
b0726,0.000390014953368,0.000964213688771,0.000887319781884,0.000551166544001,0.000618027769862,0.000700418122844,0.000317553845446,0.000616560389687,0.000749742833362
b0727,0.0003461269142,0.000991006284496,0.000881213205122,0.000466235222588,0.000471044311998,0.000617746872911,0.000409556046651,0.000785576055531,0.000803520837782
b0728,0.000729030031654,0.00177925756429,0.00153562421792,0.000920934780161,0.000814466997453,0.00137206606371,0.000455689182937,0.000878825592672,0.000769793447069
b0729,0.000558728858342,0.00165280403182,0.00116604171555,0.000722440126597,0.000607234828678,0.000944435538993,0.000365313995519,0.000818961353287,0.000664093670599
b0730,6.95261722239e-07,1.85509206523e-06,1.52173220668e-06,1.28690720885e-06,0.0,9.4737144766e-07,2.68261268092e-06,0.0,1.00485216926e-07
b0731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0732,1.82180997934e-07,2.14438915938e-07,1.39749403886e-05,8.19728230762e-08,0.0,4.33050587241e-07,3.57963209057e-07,0.0,2.49877800576e-07
b0733,5.24984507491e-05,5.44898330883e-05,3.96148090387e-05,5.75036043349e-05,6.76976110067e-05,4.98499284076e-05,3.55198439795e-05,5.04324965838e-05,9.5501165721e-05
b0734,5.40632797516e-06,4.86969616042e-06,6.89065257498e-06,5.45145540196e-06,5.66680701545e-06,4.06547813028e-06,3.20887170734e-06,2.81894307954e-06,9.7963240541e-06
b0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0736,2.22345064429e-06,2.06767121675e-06,1.90570307066e-06,2.93595611461e-06,0.0,3.08891605222e-06,5.32852735419e-06,0.0,4.41354013368e-06
b0737,8.00297082921e-06,8.32712848754e-06,1.09033020115e-05,1.17610081082e-05,1.0013917168e-05,8.23869105155e-06,1.21382979746e-05,1.04142422538e-05,1.13626880053e-05
b0738,2.3169505158e-06,1.93348755308e-06,3.45853637781e-06,3.10770759308e-06,4.67317478884e-06,2.9606605609e-06,4.73762398961e-06,1.71366152036e-06,3.89866898699e-06
b0739,2.40354190236e-06,2.38313713126e-06,2.06479382097e-06,1.90182880846e-06,2.78131124831e-06,1.89892104735e-06,5.08270445642e-06,3.76776432882e-06,4.38023015162e-06
b0740,9.61823495695e-05,8.74106690562e-05,0.000113034857495,0.000110831647431,0.000109698182757,9.38220790577e-05,0.000137601407354,0.000129700439596,7.56908061527e-05
b0741,0.00037025253081,0.000509925799119,0.000463433557998,0.000580613165855,0.00056327553649,0.000600434358345,0.00060817186621,0.00101871587734,0.000472163388117
b0742,1.97778659373e-05,4.98063076986e-05,5.21252984769e-05,5.37455725967e-05,2.44098785852e-05,2.04313408848e-05,6.92618528749e-05,7.43950374348e-05,4.79497894457e-05
b0750,8.41805963006e-06,1.84897937792e-05,1.7708738038e-05,1.65808550399e-05,1.77066005301e-05,1.31954697209e-05,2.49275202379e-05,5.7569047569e-05,2.91512293636e-06
b0751,2.20609788007e-06,1.76362221237e-06,2.33653364774e-06,1.82155767992e-06,2.39151414958e-06,1.60802545524e-06,2.86709439169e-06,2.31574901118e-06,8.68901220983e-07
b0752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0753,1.22260550738e-05,8.48145274043e-06,4.92577046654e-06,5.833883731e-06,3.94189290407e-06,6.88238678559e-06,7.70944791913e-06,7.53264608303e-06,9.75956428689e-06
b0754,0.000274988026804,0.000228988516327,0.000200833884908,0.000261938684311,0.000438070369584,0.000268425411893,0.000449760214097,0.000165745321658,7.67935338896e-05
b0755,0.000589438215804,0.0006485364443,0.000535480637842,0.000593015468321,0.000534618068818,0.000530589439694,0.000609998957205,0.000582369648603,0.000595967799179
b0756,0.000269405435769,9.44243109442e-05,8.20913813253e-05,0.000106184908207,8.30282870436e-05,9.42442489586e-05,8.39137544865e-05,0.000106850789303,0.000105868201758
b0757,0.000450870252026,4.71619088433e-05,4.3116190282e-05,4.67082456066e-05,3.51680043158e-05,5.76159104309e-05,2.70950704465e-05,7.37811151387e-05,8.68217039825e-05
b0758,7.14072288833e-05,8.85072042414e-06,1.37142103795e-05,1.11091021271e-05,7.3962103378e-06,8.94488131622e-06,1.05817616634e-05,1.77057347068e-05,2.24110744454e-05
b0759,0.000448635098394,4.28959230042e-05,4.87058771326e-05,4.3051675202e-05,3.97601117307e-05,4.43595921359e-05,4.09990534233e-05,7.03128155949e-05,7.65999344532e-05
b0760,1.54819941536e-05,1.44538023797e-05,1.41032075892e-05,2.01535456483e-05,2.30914970088e-05,1.68845328437e-05,2.24786259102e-05,3.66567654801e-06,3.4107919378e-06
b0761,4.801222579e-06,5.51980731282e-06,5.72886823591e-06,5.12211486426e-06,4.6904908677e-06,3.4264938388e-06,6.76277508032e-06,7.31396363247e-06,1.02855297496e-05
b0762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0763,5.05564086723e-05,3.62117747751e-05,4.44153707707e-05,5.18980051447e-05,3.91220768737e-05,4.23192463504e-05,3.66820465588e-05,4.4107088885e-05,3.39654482549e-05
b0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0765,6.17889479409e-07,5.50936613629e-07,1.20340297463e-06,5.87307970156e-07,3.36358502047e-07,4.24794703476e-07,4.454882326e-07,3.78113901185e-07,5.54972779296e-07
b0766,5.42976262712e-06,9.55975235524e-06,1.32897208675e-05,1.45847873532e-05,1.69711561124e-05,1.79858088407e-05,1.88494481371e-05,2.53437525611e-05,2.0994569539e-05
b0767,0.000384963396716,0.00023223132715,0.000129740256243,0.000231767175735,0.000153562900269,0.000173857996423,0.000115913384781,0.000135715435181,9.38093295446e-05
b0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0772,7.32526581163e-05,8.03331191523e-05,0.000126170624285,9.65907504448e-05,9.83099488915e-05,9.96747099939e-05,0.000112443937985,8.69176180789e-05,8.35873386358e-05
b0773,1.60056184793e-05,9.18332998953e-06,8.98684978863e-06,9.02578218551e-06,7.99716064188e-06,1.07145398488e-05,9.56380583276e-06,6.8104377144e-06,3.60161544985e-06
b0774,9.36281175039e-06,1.29349080568e-05,7.90990857904e-06,8.16983473579e-06,7.99635971285e-06,9.77052350465e-06,1.16253213647e-05,1.24388914975e-05,1.84280212296e-06
b0775,9.43874721954e-06,7.88732139219e-06,5.68807102253e-06,1.37231702813e-05,1.5901801435e-05,1.67627341111e-05,2.50663389262e-05,3.91691427703e-05,4.26172671442e-06
b0776,6.24118102854e-06,8.92173060344e-06,1.11097568236e-05,6.65406340778e-06,7.88559900006e-06,6.11275781373e-06,5.3150948218e-06,7.52558634675e-06,4.78370009538e-06
b0777,2.08599744882e-07,2.25182472856e-07,5.84509361686e-07,7.92272249342e-07,0.0,5.70796997865e-07,3.09120537872e-07,0.0,3.88051713963e-08
b0778,9.21854697266e-06,1.66366698247e-05,1.01646297614e-05,9.2726885059e-06,8.68348073709e-06,7.74302163726e-06,1.88308813297e-05,1.4582454851e-05,3.60220141066e-06
b0779,2.59976488946e-05,1.88982790276e-05,1.71900293653e-05,2.05485481133e-05,1.53570152015e-05,1.9847466923e-05,1.81033774416e-05,1.27749516085e-05,1.41276786554e-05
b0780,2.9862196126e-07,1.19078752943e-07,3.55715494033e-07,2.39358510103e-07,5.57394032419e-10,2.17426881483e-08,2.31216465392e-07,1.57665378319e-07,2.80365300446e-07
b0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0782,0.000114708436835,0.000106921119537,8.45555429338e-05,8.85114106362e-05,7.7004503217e-05,7.00721105084e-05,8.4648767102e-05,5.1018383067e-05,6.08299032539e-05
b0783,8.00363381967e-06,5.95126957941e-06,6.80625297404e-06,6.74296043709e-06,9.75607063925e-06,7.57227398059e-06,9.78143628489e-06,5.28794067311e-06,8.25723190974e-06
b0784,1.5665338934e-05,1.11678768403e-05,1.58119124899e-05,1.20051968843e-05,1.71879890415e-05,1.41238770473e-05,1.81300912984e-05,1.01971668026e-05,1.27460507471e-05
b0785,8.48530734547e-06,1.00030479876e-05,1.02572387186e-05,9.97320011501e-06,8.59479183654e-06,6.79315626566e-06,1.37848900464e-05,8.3420498852e-06,9.66703453102e-06
b0786,3.36107234339e-06,2.31265172958e-06,2.4623479023e-06,3.35126972953e-06,3.16113992027e-06,2.69011832656e-06,2.99823586661e-06,2.61697180022e-06,3.17368782872e-06
b0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0790,5.53259988425e-07,5.16493793027e-07,1.8195698406e-07,4.96619470706e-07,2.35414091639e-07,2.07198091389e-07,4.71848396026e-07,1.54326490281e-07,5.40308476417e-08
b0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0795,3.89042052707e-06,3.86088078708e-06,4.6331525503e-06,4.12508233834e-06,6.21731068343e-06,5.15570320579e-06,5.23666167802e-06,7.4527381764e-06,7.37249212749e-06
b0796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0797,1.02439478665e-08,2.66857316305e-07,6.43957327214e-08,1.91517848559e-07,9.34798696072e-09,9.74983840865e-09,2.17356855329e-06,5.98981195353e-07,3.17627917534e-06
b0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0800,5.79607820336e-05,4.61545146835e-05,3.19226281076e-05,3.30649498075e-05,3.8254351237e-05,3.11146120454e-05,4.44810418573e-05,3.47230284235e-05,3.53168309851e-05
b0801,3.12238597475e-05,8.36619537215e-05,5.54128240328e-05,4.52989689926e-05,5.98961278946e-05,4.20114683336e-05,0.000112613862472,3.4480223985e-05,2.83211302841e-05
b0802,2.8481794538e-08,2.59052014633e-07,9.65727915623e-08,5.18660690614e-07,4.75843553984e-07,9.28931596578e-07,1.14324964357e-06,2.6453056249e-08,5.27604849007e-08
b0803,2.88772027817e-08,6.93680632039e-08,2.29747025331e-08,7.80997075233e-08,4.9754639928e-10,3.67232954755e-08,5.39312266036e-08,4.5566416452e-07,4.85190856994e-08
b0804,4.59202832199e-07,4.58548272301e-07,6.52065696646e-07,4.8805273012e-07,1.02117448846e-06,1.12278494476e-06,6.4863525746e-07,3.3674773183e-07,1.58404720751e-07
b0805,1.11615291636e-05,1.7628364821e-05,1.06586426508e-05,1.73779771941e-05,1.84545058697e-05,2.03637520904e-05,2.93444295301e-05,5.17649247068e-05,3.62066427176e-05
b0806,6.89193700688e-05,9.30885371724e-05,9.23401386545e-05,8.21688038256e-05,0.0,9.02135979391e-05,0.000107206352722,0.0,8.71462080035e-05
b0807,1.41909989453e-06,6.51458435933e-07,1.23519514664e-06,1.87098590508e-06,6.40605854812e-07,8.9249747676e-07,1.3656686558e-06,5.72433346708e-07,1.7479396268e-06
b0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0809,5.04261026789e-05,4.34134540955e-05,5.95761743359e-05,5.11215123039e-05,3.91188331928e-05,5.83101644901e-05,3.30501940338e-05,3.7487601783e-05,2.51672002061e-05
b0810,2.20515257217e-06,2.01118838907e-06,4.41020085033e-06,2.7376231611e-06,3.0368583067e-06,3.11301832632e-06,1.47898170733e-06,2.01795377841e-06,1.24229898937e-06
b0811,0.000666882882946,0.000403571293531,0.000756061120678,0.000550450608368,0.000363567760411,0.000763320278865,0.000325610786363,0.000342496736483,0.00017917344218
b0812,0.000177273220427,0.000379447176827,0.000156908965083,0.000230263348083,0.000158884112895,0.000163122864546,0.000155607064886,0.000135520529438,0.000228818458178
b0813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0814,0.000299946161716,0.000250369031175,0.00020500612797,0.000292208352011,0.000395648122132,0.0001951063864,0.000739720856931,0.000326689522304,0.000551568454703
b0815,1.3594620857e-08,2.61253148644e-09,1.80264672564e-08,9.10427639213e-09,0.0,5.82250234381e-09,3.49104119403e-08,0.0,2.80131581296e-09
b0817,2.71679205927e-06,3.52129584725e-06,4.55119383565e-06,3.68680173418e-06,3.9959549243e-06,4.08356523494e-06,4.63706900299e-06,4.35948407493e-06,4.62036733518e-06
b0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0819,0.000140511982094,0.000117417629677,0.000172184078972,0.000163523787727,0.000175825691482,0.000172868321979,0.000204853044418,0.000150011758098,0.000126021966403
b0820,1.72422887864e-05,1.79596819636e-05,1.94482114158e-05,2.35441992783e-05,2.89675871977e-05,2.24794742453e-05,3.63524869124e-05,2.9930193216e-05,5.17153021976e-05
b0821,2.35036268344e-06,2.11653057595e-06,2.80363675451e-06,2.94093323002e-06,2.82897198485e-06,2.01883380552e-06,4.68356259361e-06,5.56477008242e-06,2.53483740033e-06
b0822,4.52186624119e-06,4.4141230457e-06,4.70374913544e-06,4.41720798383e-06,6.40739565844e-06,4.80821299013e-06,7.3005175936e-06,3.2329592547e-06,3.40141959425e-06
b0823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0825,7.19767398024e-06,3.35839318119e-06,4.10296530119e-06,5.183287853e-06,3.30349081266e-06,4.31796752068e-06,4.50044528029e-06,3.0186884317e-06,2.25613372464e-06
b0826,1.89263223484e-06,3.79848456654e-06,2.31951905519e-06,1.80029628978e-06,0.0,2.88180055412e-06,4.44061369037e-06,0.0,3.31923629726e-06
b0827,4.13060117803e-05,4.19110087143e-05,3.89395315977e-05,3.60690463207e-05,3.17464242818e-05,2.82202207539e-05,4.20529303994e-05,2.96676821169e-05,3.63581176499e-05
b0828,4.4207065371e-06,5.82143994329e-06,5.03846796056e-06,4.12012708655e-06,3.79733066962e-06,4.25437141648e-06,3.96606485191e-06,3.93859552614e-06,1.88876899893e-06
b0829,1.03704934752e-06,1.38961328385e-06,8.43021978249e-07,6.32329716659e-07,1.4733709648e-06,1.14983521927e-06,8.62105867219e-07,6.95562688325e-07,1.83213482006e-07
b0830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0831,4.0675888819e-06,3.41353440328e-06,4.45834424343e-06,4.29723869972e-06,4.75985706799e-06,4.90878287755e-06,4.33444232924e-06,2.94505738762e-06,1.17957539034e-06
b0832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
